settlement_point,sp_type,lat,lon,match_method,match_confidence,matched_plant,matched_capacity_mw,station_description,owner_re,expected_mw,capacity_ratio,load_zone
LUCKYBLU_RN,RN,32.139788,-98.270814,manual,1.0,,0.0,LUCKY BLUFF BESS,LUCKY BLUFF BESS LLC,101.0,,north
LV1A_LV1B,OTHER,26.321658999999997,-97.599379,gridstatus,1.0,Los Vientos Windpower III,200.0,LOS VIENTOS WINDPOWER | LOS VIENTOS 2,LOS VIENTOS WINDPOWER IA LLC | CITY OF AUSTIN DBA AUSTIN ENERGY | LOS VIENTOS WINDPOWER IB LLC,402.0,2.01,south
LV3_RN,RN,26.388611,-98.806111,station_description,1.0,Los Vientos Windpower III,200.0,LOS VIENTOS III,LOS VIENTOS WINDPOWER III LLC | CITY OF AUSTIN DBA AUSTIN ENERGY,200.0,1.0,south
LV3_UNIT1,OTHER,26.487505999999996,-98.594456,gridstatus,1.0,Los Vientos Windpower III,200.0,LOS VIENTOS III,LOS VIENTOS WINDPOWER III LLC | CITY OF AUSTIN DBA AUSTIN ENERGY,200.0,1.0,south
LV4_UNIT_1,OTHER,26.380556,-98.818333,station_description,1.0,Los Vientos Windpower IV,200.0,LOS VIENTOS WINDPOWER IV LLC,LOS VIENTOS WINDPOWER IV LLC,200.0,1.0,south
LV5_UNIT1,OTHER,26.411689,-98.571554,station_description,1.0,Los Vientos V Wind Power,110.0,LOS VIENTOS V,LOS VIENTOS WINDPOWER V LLC,110.0,1.0,south
LYNX_ESS_RN,RN,27.73095,-97.731781,manual,1.0,,0.0,,CORPUS BATTERY STORAGE LLC,0.0,,south
LYSSY_RN,RN,28.895445,-98.119318,manual,1.0,,0.0,LYSSY,REGIS LYSSY LLC,10.0,,south
L_FRE_ESR_RN,RN,26.074676,-97.52318,manual,1.0,,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
MADERO_RN,RN,26.169846,-98.329793,lmp_node_designation,1.0,Madero Grid,100.0,MADERO GRID,MADERO GRID LLC | IGNACIO GRID LLC,202.0,2.02,south
MAG_RN,RN,29.185519,-95.992056,gridstatus,1.0,Lane City Wind,202.5,MAGNET,LANE CITY WIND LLC | RWE CLEAN ENERGY LLC,200.0,0.988,south
MAINLAND_RN,RN,29.39521,-95.04077,station_description,1.0,Mainland,9.9,MAINLAND TNP,HEN INFRASTRUCTURE LLC 1,10.0,1.01,houston
MAND_SLR_RN,RN,30.824600000000004,-96.9755,gridstatus,1.0,Orion II Solar Project,250.0,MANDORLA SOLAR,BEN MILAM SOLAR 2 LLC | SB ENERGY DEVCO (US) INC,251.0,1.004,south
MARBFA,OTHER,30.555288,-98.257593,station_description,1.0,Marble Falls,39.6,MARBLE FALLS,LOWER COLORADO RIVER AUTHORITY,40.0,1.01,south
MARIAH_ALL,OTHER,34.6675,-102.577778,lmp_node_designation,1.0,Mariah del Norte,230.4,MARIAH,MARIAH DEL NORTE LLC,230.0,0.998,west
MAR_MARSFOG1,OTHER,30.3899,-97.9073,station_description,1.0,Marshall Ford,108.0,MARSHALL FORD,LOWER COLORADO RIVER AUTHORITY,36.0,0.333,south
MAR_MARSFOG2,OTHER,30.3899,-97.9073,station_description,1.0,Marshall Ford,108.0,MARSHALL FORD,LOWER COLORADO RIVER AUTHORITY,36.0,0.333,south
MAR_MARSFOG3,OTHER,30.3899,-97.9073,station_description,1.0,Marshall Ford,108.0,MARSHALL FORD,LOWER COLORADO RIVER AUTHORITY,36.0,0.333,south
MASSENGL_G6,OTHER,33.6039,-101.8408,manual,1.0,,0.0,,,0.0,,west
MASSENGL_G7,OTHER,33.6039,-101.8408,manual,1.0,,0.0,,,0.0,,west
MASSENGL_G8,OTHER,33.6039,-101.8408,manual,1.0,,0.0,,,0.0,,west
MAVCRK_W_ALL,OTHER,31.262546,-99.843961,station_description,1.0,Maverick Creek Wind,491.6,MAVERICK CREEK WIND EAST | MAVERICK CREEK WIND WEST,MAVERICK CREEK WIND LLC,492.0,1.001,west
MCDLD_FCSBW1,OTHER,32.086209999999994,-101.27578,gridstatus,1.0,Forest Creek Wind Farm LLC,124.2,FOREST CREEK AND SAND BLUFF WIND FARMS,FOREST CREEK WIND FARM LLC | RWE CLEAN ENERGY LLC | SAND BLUFF WIND FARM LLC,214.0,1.723,west
MCLNSLR_RN,RN,28.44208,-99.75582,owner_name,1.0,Shakes Solar,200.0,MCLEAN SOLAR,SHAKES SOLAR LLC,207.0,1.035,south
MCSES_UNIT6,OTHER,32.7231,-96.9358,lmp_node_designation,1.0,Mountain Creek,852.2,MOUNTAIN CREEK SES,MOUNTAIN CREEK POWER LLC,122.0,0.143,north
MCSES_UNIT7,OTHER,32.7231,-96.9358,lmp_node_designation,1.0,Mountain Creek,852.2,MOUNTAIN CREEK SES,MOUNTAIN CREEK POWER LLC,118.0,0.138,north
MCSES_UNIT8,OTHER,32.7231,-96.9358,lmp_node_designation,1.0,Mountain Creek,852.2,MOUNTAIN CREEK SES,MOUNTAIN CREEK POWER LLC,568.0,0.667,north
MDANP_CT1_2,OTHER,32.4302,-97.0537,lmp_node_designation,1.0,Midlothian Energy Facility,1734.0,MIDLOTHIAN ANP,MIDLOTHIAN ENERGY LLC | LUMINANT ENERGY COMPANY LLC,494.0,0.285,north
MDANP_CT3_4,OTHER,32.4302,-97.0537,lmp_node_designation,1.0,Midlothian Energy Facility,1734.0,MIDLOTHIAN ANP,MIDLOTHIAN ENERGY LLC | LUMINANT ENERGY COMPANY LLC,494.0,0.285,north
MDANP_CT5_6,OTHER,32.4302,-97.0537,lmp_node_designation,1.0,Midlothian Energy Facility,1734.0,MIDLOTHIAN ANP,MIDLOTHIAN ENERGY LLC | LUMINANT ENERGY COMPANY LLC,520.0,0.3,north
MDWPK_RN,RN,31.9152,-102.3738,manual,1.0,,0.0,,,0.0,,west
MEDILA_RN,RN,29.612655,-98.933207,manual,1.0,,0.0,MEDINA LAKE,REGIS MEDINA LAKE LLC,10.0,,south
MEDINA1_RN,RN,29.6127,-98.9351,manual,1.0,,0.0,,REGIS MEDINA LLC,0.0,,south
MERCURY_ALL,OTHER,31.710422,-96.818676,owner_name,1.0,Waco Solar,400.0,MERCURY SOLAR,WACO SOLAR LLC | NEXTERA ENERGY RESOURCES LLC,408.0,1.02,north
MESQCRK_ALL,OTHER,32.7,-101.741111,station_description,1.0,Mesquite Creek Wind,211.2,MESQUITE CREEK WIND,MESQUITE CREEK WIND LLC | MP2 MESQUITE CREEK WIND LLC,212.0,1.004,west
MESQUITE_RN,RN,26.109001,-97.82436,manual,1.0,Mesquite Creek LFGTE Project,3.2,MESQUITE,BESS LA FERIA LLC,10.0,3.125,south
MESQUITE_RN2,RN,26.109001,-97.82436,manual,1.0,Mesquite Creek LFGTE Project,3.2,MESQUITE,MESQUITE CLEAN ENERGY CENTER LLC,10.0,3.125,south
MESTENO_RN,RN,26.523692,-98.745522,station_description,1.0,Mesteno,201.6,MESTENO WINDPOWER,MESTENO WINDPOWER LLC,202.0,1.002,south
MGSES_CT123,OTHER,32.3358,-100.9156,manual,1.0,Mountain Creek,0.0,MORGAN CREEK SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,267.0,,west
MGSES_CT456,OTHER,32.3358,-100.9156,manual,1.0,Mountain Creek,0.0,MORGAN CREEK SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,267.0,,west
MIAM1_G1_G2,OTHER,35.653889,-100.538611,lmp_node_designation,1.0,Miami Wind Energy Center,288.6,MIAMI,MIAMI WIND I LLC,288.0,0.998,west
MIDP_SLR_RN,RN,32.116,-97.3435,manual,1.0,,0.0,MIDPOINT SOLAR AND STORAGE,MIDPOINT SOLAR LLC 1 | MIDPOINT SOLAR LLC,98.0,,north
MIDWY_RN,RN,30.993387999999996,-102.226788,gridstatus,1.0,Non-PLD US-El Paso - BSSAT004,9.9,MIDWAY (ONCOR),MIDWAY BESS STATION LLC,10.0,1.01,west
MILTON_RN,RN,29.05732,-97.7875,manual,1.0,Hamilton BESS,9.9,MILTON,REGIS MILTON LLC,10.0,1.01,south
MIL_MILG1_2,OTHER,32.6581,-98.3103,lmp_node_designation,1.0,R W Miller,537.6,MILLER,RW MILLER POWER LLC | NRG TEXAS POWER LLC,189.0,0.352,north
MIL_MILG345,OTHER,32.6581,-98.3103,lmp_node_designation,1.0,R W Miller,537.6,MILLER,RW MILLER POWER LLC | NRG TEXAS POWER LLC,446.0,0.83,north
MIRAGE_G1,OTHER,29.645919000000006,-95.053693,gridstatus,1.0,Exelon LaPorte Generating Station,236.0,NET POWER LAPORTE STATION - MIRAGE,NET POWER LLC | CONSTELLATION ENERGY GENERATION LLC,26.0,0.11,houston
MIRASOLE_GEN,OTHER,26.465556,-98.411111,owner_name,1.0,Hidalgo Wind Farm LLC,250.0,LOS MIRASOLES WIND,HIDALGO WIND FARM LLC | EDP RENEWABLES NORTH AMERICA LLC | HIDALGO WIND FARM II LLC,300.0,1.2,south
MISAE_GEN_RN,RN,34.380532,-100.099625,station_description,1.0,Misae Solar,240.0,MISAE SOLAR PARK,CHILDRESS SOLAR PARK LLC,240.0,1.0,west
MLB_SLR_RN,RN,33.220948,-99.591321,manual,1.0,,0.0,MILLERS BRANCH SOLAR,MILLERS BRANCH SOLAR LLC,202.0,,west
MLSES_UNIT1,OTHER,32.2606,-94.570514,manual,1.0,,0.0,MARTIN LAKE SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,893.0,,north
MLSES_UNIT2,OTHER,32.2606,-94.570514,manual,1.0,,0.0,MARTIN LAKE SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,893.0,,north
MLSES_UNIT3,OTHER,32.2606,-94.570514,manual,1.0,,0.0,MARTIN LAKE SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,893.0,,north
MNWL_BESS_RN,RN,32.798754,-98.06497,manual,1.0,,0.0,,HEN INFRASTRUCTURE LLC 1,0.0,,north
MONTECR1_RN,RN,26.447782000000004,-98.317148,gridstatus,1.0,Monte Cristo 1,238.5,MONTE CRISTO 1 WIND,MONTE CRISTO WINDPOWER LLC,235.0,0.985,south
MONT_WND_RN,RN,33.834132,-99.597405,gridstatus,1.0,Montgomery Ranch Wind Farm LLC,202.5,MONTGOMERY RANCH WIND,MONTGOMERY RANCH WIND FARM LLC | RWE CLEAN ENERGY LLC,199.0,0.983,west
MOORE_FL_RN,RN,26.36037,-98.31517,owner_name,1.0,Regis Monte Cristo LLC,9.9,,REGIS MONTE CRISTO LLC,0.0,,south
MOZART_WIND1,OTHER,32.994209999999995,-100.53166,gridstatus,1.0,Mozart Wind Farm,30.0,MOZART WIND PLANT,MOZART WIND LLC,30.0,1.0,west
MRKM_SLR_RN,RN,31.685415000000006,-97.375127,gridstatus,1.0,Markum Solar Farm,161.0,MARKUM SOLAR,MARKUM SOLAR FARM LLC,162.0,1.006,north
MROW_SLR_RN,RN,28.947973,-99.06719,manual,1.0,,0.0,MORROW LAKE SOLAR,MORROW LAKE SOLAR LLC,202.0,,south
MUENSTER_RN,RN,33.662197000000006,-97.43394,gridstatus,1.0,Regis Muenster,9.9,MUENSTER,REGIS MUENSTER LLC,10.0,1.01,north
MUSTNGCK_ALL,OTHER,29.109445,-96.531291,manual,1.0,,0.0,MUSTANG CREEK SOLAR AND STORAGE,GANADO SOLAR LLC | ENEL TRADING NORTH AMERICA LLC,152.0,,south
MU_RN,RN,29.364519,-95.202205,owner_name,1.0,Maverick Clean Energy Center (BESS),12.0,MUSTANG BAYOU,MAVERICK CLEAN ENERGY CENTER LLC,10.0,0.833,houston
MV_VALV4_RN,RN,26.2341,-98.07985,manual,1.0,,0.0,,HEN INFRASTRUCTURE LLC 1,0.0,,south
MWEC_G1,OTHER,33.752201,-100.967402,lmp_node_designation,1.0,McAdoo Wind Energy LLC,150.0,MCADOO ENERGY CENTER,MCADOO WIND ENERGY LLC | INVENERGY WIND DEVELOPMENT LLC,150.0,1.0,west
MYRY_BES2_RN,RN,26.232466,-97.82317,manual,1.0,,0.0,,SMT TX MANAGEMENT II LLC,0.0,,south
MYRY_ESR_RN,RN,26.232466,-97.82317,manual,1.0,,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
MYR_ALL,OTHER,29.2285,-95.4274,manual,1.0,,0.0,MYRTLE SOLAR,MYRTLE STORAGE LLC | TOTALENERGIES RENEWABLES USA LLC | MYRTLE SOLAR LLC,322.0,,houston
NACPW_UNIT1,OTHER,31.832132,-94.90064,manual,1.0,,0.0,NACOGDOCHES GENERATING FACILITY,NACOGDOCHES POWER LLC | CITY OF AUSTIN DBA AUSTIN ENERGY,116.0,,north
NBOHR_RN,RN,31.754036999999997,-101.6752,gridstatus,1.0,Bearkat,196.7,HARALD | NIELS BOHR,MCCRAE WIND ENERGY II LLC | BEARKAT WIND ENERGY I LLC,359.0,1.825,west
NCARBIDEG8,OTHER,28.5105,-96.7706,owner_name,1.0,Union Carbide Seadrift Cogen,162.0,,UNION CARBIDE CORPORATION SEADRIFT,0.0,,south
NCARBIDE_1_7,OTHER,28.5105,-96.7706,owner_name,1.0,Union Carbide Seadrift Cogen,162.0,,UNION CARBIDE CORPORATION SEADRIFT,0.0,,south
NCARBID_PUN1,PUN,28.51035,-96.77025,manual,1.0,,0.0,,,0.0,,south
NCARBID_PUN2,PUN,28.51035,-96.77025,manual,1.0,,0.0,,,0.0,,south
NCO_RN,RN,29.15923,-95.6626,manual,1.0,,0.0,NORTH COLUMBIA,KEY CAPTURE ENERGY LLC,52.0,,houston
NEBULA_RN,RN,26.090103,-97.798453,station_description,1.0,Nebula Solar,135.0,NEBULA SOLAR,RAYOS DEL SOL SOLAR PROJECT LLC | HANWHA TOTAL SOLAR II LLC,138.0,1.022,south
NEDIN_CC1,PCCRN,26.3403,-98.19,manual,1.0,,0.0,NORTH EDINBURG,CALPINE LLC | CALPINE POWER MANAGEMENT LLC | EDINBURG ESS ASSETS LLC | INFINITE GRID CAPITAL LLC,792.0,,south
NEDIN_RN,RN,26.3403,-98.199,manual,1.0,,0.0,NORTH EDINBURG,EDINBURG ESS ASSETS LLC | INFINITE GRID CAPITAL LLC,792.0,,south
NED_NEDIN_G1,OTHER,26.3403,-98.19,manual,1.0,,0.0,NORTH EDINBURG,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,267.0,,south
NED_NEDIN_G2,OTHER,26.3403,-98.19,manual,1.0,,0.0,NORTH EDINBURG,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,267.0,,south
NED_NEDIN_G3,OTHER,26.3403,-98.19,manual,1.0,,0.0,NORTH EDINBURG,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,258.0,,south
NFAL_RN,RN,31.7648,-102.3842,manual,1.0,,0.0,,BDPU SOLAR NIGHTFALL LLC,0.0,,west
NF_BRP_RN,RN,30.748955,-97.87571,manual,1.0,,0.0,,BRP INTERMEDIATECO I LLC | ENGIE ENERGY MARKETING NA INC,0.0,,south
NHKY_SLR_RN,RN,31.5906,-97.1542,manual,1.0,,0.0,,NEW HICKORY SOLAR LLC,0.0,,north
NOBLESLR_ALL,OTHER,33.261505,-97.238057,station_description,1.0,Noble Solar,400.0,NOBLE SOLAR AND STORAGE,BT NOBLE SOLAR LLC,279.0,0.698,north
NOVA1SLR_ALL,OTHER,33.320637,-100.982201,station_description,1.0,Texas Solar Nova 1,252.0,TEXAS SOLAR NOVA 1,TEXAS SOLAR NOVA 1 LLC,254.0,1.008,west
NOVA2S_UNIT1,OTHER,33.32056,-100.981664,station_description,1.0,Texas Solar Nova 2,200.0,TEXAS SOLAR NOVA 2,TEXAS SOLAR NOVA 2 LLC,202.0,1.01,west
NRTN_SLR_RN,RN,31.534768,-100.113803,station_description,1.0,Norton Solar Farm,125.0,NORTON SOLAR,TAI NORTON SOLAR LLC,126.0,1.008,west
NUECES_B_CC1,PCCRN,27.819412,-97.419203,manual,1.0,Nueces Bay,730.2,,CPS ENERGY,0.0,,south
NUE_NUECESG7,OTHER,27.819412,-97.419203,station_description,1.0,Nueces Bay,730.2,NUECES BAY,CPS ENERGY,351.0,0.481,south
NUE_NUECESG8,OTHER,27.819412,-97.419203,station_description,1.0,Nueces Bay,730.2,NUECES BAY,CPS ENERGY,190.0,0.26,south
NUE_NUECESG9,OTHER,27.819412,-97.419203,station_description,1.0,Nueces Bay,730.2,NUECES BAY,CPS ENERGY,190.0,0.26,south
NWF_NWF1,OTHER,31.995,-102.8283,manual,1.0,,0.0,NOTREES WINDFARM,NOTREES WINDPOWER LP,153.0,,west
N_AL_BESS_RN,RN,26.230677,-98.11404,manual,1.0,SMT Alamo LLC,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
N_MRD_ESR_RN,RN,26.230501,-97.91256,manual,1.0,SMT Mercedes LLC,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
OBERON_U1,OTHER,31.703258,-102.701206,station_description,1.0,Oberon IA,150.0,OBERON SOLAR,OBERON SOLAR IB LLC | HANWHA ENERGY USA HOLDINGS CORP,180.0,1.2,west
ODESW_RN,RN,31.871315,-102.398409,station_description,1.0,Odessa,9.9,ODESSA SOUTHWEST,BRP INTERMEDIATECO I LLC | ENGIE ENERGY MARKETING NA INC,10.0,1.01,west
OECCS_1,OTHER,31.8403,-102.3264,lmp_node_designation,1.0,Odessa-Ector Power Plant,1152.8,,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,0.0,,west
OECCS_2,OTHER,31.8403,-102.3264,lmp_node_designation,1.0,Odessa-Ector Power Plant,1152.8,,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,0.0,,west
OECCS_CC1,PCCRN,31.8403,-102.3264,gridstatus,1.0,Frontera Energy Center,529.0,,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,0.0,,west
OECCS_CC2,PCCRN,31.8403,-102.3264,gridstatus,1.0,Frontera Energy Center,529.0,,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,0.0,,west
OGSES_1,OTHER,31.1803,-96.4866,manual,1.0,,0.0,OAK GROVE SES,OAK GROVE MANAGEMENT COMPANY LLC | LUMINANT ENERGY COMPANY LLC,917.0,,north
OGSES_2,OTHER,31.1803,-96.4866,manual,1.0,,0.0,OAK GROVE SES,OAK GROVE MANAGEMENT COMPANY LLC | LUMINANT ENERGY COMPANY LLC,917.0,,north
OGS_SLR_RN,RN,27.918286,-97.98045,station_description,1.0,Orange Grove,131.0,ORANGE GROVE SOLAR,ENBRIDGE SOLAR (ORANGE GROVE) LLC,131.0,1.0,south
OLIN_OLING_1,OTHER,33.068055,-96.452481,station_description,1.0,Ray Olinger,427.7,OLINGER,,78.0,0.182,north
OLIN_OLING_2,OTHER,33.068055,-96.452481,station_description,1.0,Ray Olinger,427.7,OLINGER,CITY OF GARLAND,114.0,0.267,north
OLIN_OLING_3,OTHER,33.068055,-96.452481,station_description,1.0,Ray Olinger,427.7,OLINGER,CITY OF GARLAND,157.0,0.367,north
OLIN_OLING_4,OTHER,33.068055,-96.452481,station_description,1.0,Ray Olinger,427.7,OLINGER,CITY OF GARLAND,88.0,0.206,north
OLMITO_RN,RN,26.001653,-97.519946,manual,1.0,,0.0,OLMITO,AGGREKO MSR GRID PC7 LLC,10.0,,south
OLNEYTN_AGR1,OTHER,33.371086,-98.72047,manual,1.0,,0.0,OLNEY TNP,HEN INFRASTRUCTURE LLC 1,10.0,,west
OLNEYTN_RN,RN,33.371086,-98.720465,station_description,1.0,Olney,9.9,OLNEY TNP,HEN INFRASTRUCTURE LLC 1,20.0,2.02,west
ORIANA_RN,RN,28.905346,-96.978078,station_description,1.0,Oriana Solar LLC,180.0,ORIANA SOLAR AND BESS,ORIANA SOLAR LLC,181.0,1.006,south
OR_BESS_RN,RN,29.5427,-95.9584,manual,1.0,,0.0,ORCHARD,IEP TEJAS VERDE LLC,10.0,,houston
OUTP_SLR_RN,RN,27.85923,-99.16174,station_description,1.0,Hecate Energy Outpost Solar LLC,515.0,OUTPOST SOLAR,OUTPOST SOLAR LLC,517.0,1.004,south
OWF_OWF,OTHER,32.132000000000005,-101.39384,gridstatus,1.0,Ocotillo Windpower,58.8,OCOTILLO WINDFARM,OCOTILLO WINDPOWER LP,55.0,0.935,west
OXY_OXY_CCG1,OTHER,27.8133,-97.58739,manual,1.0,Corpus Christi,41.0,,EQUISTAR CHEMICAL LP,0.0,,south
OXY_PUN1,PUN,27.8133,-97.58739,manual,1.0,Corpus Christi,41.0,,EQUISTAR CHEMICAL LP,0.0,,south
OXY_PUN2,PUN,27.8133,-97.58739,manual,1.0,Corpus Christi,41.0,,EQUISTAR CHEMICAL LP,0.0,,south
OYST_SLR_RN,RN,32.184552,-96.911736,manual,1.0,,0.0,,OYSTERCATCHER SOLAR LLC,0.0,,north
P2_DGR1_RN,RN,29.358691,-98.409462,manual,1.0,,0.0,HIGHLAND HILLS,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,41.0,,south
P2_DGR2_RN,RN,29.358691,-98.409462,manual,1.0,,0.0,HIGHLAND HILLS,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,41.0,,south
PAD1_ESS_RN,RN,29.337978,-98.323348,manual,1.0,,0.0,,PADUA GRID LLC | CPS ENERGY,0.0,,south
PAD2_ESS_RN,RN,29.338196,-98.324722,manual,1.0,,0.0,,PADUA GRID 2 LLC | CPS ENERGY,0.0,,south
PALACIOS_RN,RN,28.757031,-96.211775,station_description,1.0,Regis Palacios,9.9,PALACIOS,REGIS PALACIOS LLC,10.0,1.01,south
PALE_ESS_EN,OTHER,33.89704,-101.814038,manual,1.0,,0.0,,BRP INTERMEDIATECO I LLC | ENGIE ENERGY MARKETING NA INC,0.0,,west
PALMVIEW_RN,RN,26.2337,-98.3695,manual,1.0,,0.0,PALM VIEW,MEP PALMVIEW BESS LLC | SBESS TX14 LLC,10.0,,south
PALMWI_UNIT1,OTHER,26.288889,-97.496389,station_description,1.0,Palmas Wind LLC,144.9,PALMAS WIND,PALMAS WIND LLC | ACCIONA ENERGY USA GLOBAL LLC,145.0,1.001,south
PANDA_S_CC1,PCCRN,33.582573,-96.61789,gridstatus,1.0,Temple Power Station,1606.4,,RAYBURN ENERGY STATION LLC | TEMPLE GENERATION I LLC | TEMPLE GENERATION II LLC | CXA TEMPLE 2 LLC,0.0,,north
PANDA_S_CT1,OTHER,33.582573,-96.617893,lmp_node_designation,1.0,Rayburn Energy Station LLC,803.2,RAYBURN ENERGY STATION,RAYBURN ENERGY STATION LLC,232.0,0.289,north
PANDA_S_CT2,OTHER,33.582573,-96.617893,lmp_node_designation,1.0,Rayburn Energy Station LLC,803.2,RAYBURN ENERGY STATION,RAYBURN ENERGY STATION LLC,232.0,0.289,north
PANDA_S_ST1,OTHER,33.582573,-96.617893,lmp_node_designation,1.0,Rayburn Energy Station LLC,803.2,RAYBURN ENERGY STATION,RAYBURN ENERGY STATION LLC,353.0,0.439,north
PANDA_T1_CC1,PCCRN,31.055833,-97.317222,owner_name,1.0,Temple Power Station,1606.4,,RAYBURN ENERGY STATION LLC | TEMPLE GENERATION I LLC | TEMPLE GENERATION II LLC | CXA TEMPLE 2 LLC,0.0,,south
PANDA_T1_CT1,OTHER,31.055833,-97.317222,station_description,1.0,Temple Power Station,1606.4,PANDA TEMPLE,TEMPLE GENERATION I LLC,232.0,0.144,south
PANDA_T1_CT2,OTHER,31.055833,-97.317222,station_description,1.0,Temple Power Station,1606.4,PANDA TEMPLE,TEMPLE GENERATION I LLC,232.0,0.144,south
PANDA_T1_ST1,OTHER,31.055833,-97.317222,station_description,1.0,Temple Power Station,1606.4,PANDA TEMPLE,TEMPLE GENERATION I LLC,353.0,0.22,south
PANDA_T2_CC1,PCCRN,31.055833,-97.317222,owner_name,1.0,Temple Power Station,1606.4,,RAYBURN ENERGY STATION LLC | TEMPLE GENERATION I LLC | TEMPLE GENERATION II LLC | CXA TEMPLE 2 LLC,0.0,,south
PANDA_T2_CT1,OTHER,31.055833,-97.317222,station_description,1.0,Temple Power Station,1606.4,PANDA TEMPLE POWER II,TEMPLE GENERATION II LLC | CXA TEMPLE 2 LLC,232.0,0.144,south
PANDA_T2_CT2,OTHER,31.055833,-97.317222,station_description,1.0,Temple Power Station,1606.4,PANDA TEMPLE POWER II,TEMPLE GENERATION II LLC | CXA TEMPLE 2 LLC,232.0,0.144,south
PANDA_T2_ST1,OTHER,31.055833,-97.317222,station_description,1.0,Temple Power Station,1606.4,PANDA TEMPLE POWER II,TEMPLE GENERATION II LLC | CXA TEMPLE 2 LLC,353.0,0.22,south
PAP1_PAP1,OTHER,27.9386,-97.4586,lmp_node_designation,1.0,Papalote Creek I LLC,180.0,PAPALOTE CREEK,PAPALOTE CREEK I LLC | RWE CLEAN ENERGY LLC,180.0,1.0,south
PAR_RN,RN,29.979,-95.943,station_description,1.0,Parliament Solar,480.0,PARLIAMENT SOLAR,PARLIAMENT SOLAR LLC | MERCURIA ENERGY AMERICA LLC,483.0,1.006,houston
PAULN_RN,RN,32.335025,-96.057897,station_description,1.0,Pauline BESS,9.9,PAULINE,HEN INFRASTRUCTURE LLC 1,10.0,1.01,north
PAVLOV_BT_RN,RN,28.994112,-96.126203,station_description,1.0,Pavlov,9.9,PAVLOV,HEN INFRASTRUCTURE LLC 1,10.0,1.01,south
PAVO_ESS_ALL,OTHER,30.885123,-102.42261,fuzzy_name,1.0,Pavo,175.0,,BRP INTERMEDIATECO I LLC | ENGIE ENERGY MARKETING NA INC,0.0,,west
PB2SES_CT1,OTHER,31.5839,-102.9633,station_description,1.0,Permian Basin,447.0,PERMIAN BASIN 2 SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,89.0,0.199,west
PB2SES_CT2,OTHER,31.5839,-102.9633,station_description,1.0,Permian Basin,447.0,PERMIAN BASIN 2 SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,89.0,0.199,west
PB2SES_CT3,OTHER,31.5839,-102.9633,station_description,1.0,Permian Basin,447.0,PERMIAN BASIN 2 SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,89.0,0.199,west
PB2SES_CT4,OTHER,31.5839,-102.9633,station_description,1.0,Permian Basin,447.0,PERMIAN BASIN 2 SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,89.0,0.199,west
PB2SES_CT5,OTHER,31.5839,-102.9633,station_description,1.0,Permian Basin,447.0,PERMIAN BASIN 2 SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,89.0,0.199,west
PCT_RN,RN,28.8433,-95.8631,gridstatus,1.0,Peyton Creek Wind Farm II,243.0,PEYTON CREEK WIND II,PEYTON CREEK WIND FARM II LLC | RWE CLEAN ENERGY LLC,236.0,0.971,south
PC_NORTH_1,OTHER,32.100823,-101.451385,lmp_node_designation,1.0,Panther Creek Wind Farm I,142.5,PANTHER CREEK NORTH SUBSTATION,PANTHER CREEK WIND FARM I AND II LLC | RWE CLEAN ENERGY LLC,149.0,1.046,west
PC_SOUTH_ALL,OTHER,31.956789999999998,-101.30199,gridstatus,1.0,Panther Creek Wind Farm II,115.5,PANTHER CREEK 2,PANTHER CREEK WIND FARM THREE LLC | RWE CLEAN ENERGY LLC | PANTHER CREEK WIND FARM I AND II LLC,339.0,2.935,west
PDRA_SLR_RN,RN,31.2928,-102.6155,manual,1.0,,0.0,,PIEDRA SOLAR LLC | TOTALENERGIES RENEWABLES USA LLC,0.0,,west
