settlement_point,sp_type,lat,lon,match_method,match_confidence,matched_plant,matched_capacity_mw,station_description,owner_re,expected_mw,capacity_ratio,load_zone
DOW_G67,OTHER,28.986630000000005,-95.35819,gridstatus,1.0,Freeport Energy,613.3,,BLUE CUBE OPERATIONS LLC,0.0,,houston
DOW_G96_ST95,OTHER,28.986630000000005,-95.35819,gridstatus,1.0,Sabine River Operations,594.9,,THE DOW CHEMICAL CO,0.0,,houston
DRAK_ESS_RN,RN,33.005571,-96.586447,manual,1.0,,0.0,,MALLARD ENERGY STORAGE LLC,0.0,,north
DRCK_SLR_RN,RN,32.2123,-94.7363,manual,1.0,,0.0,DRY CREEK SOLAR,OAK HILL SOLAR LLC | LUMINANT ENERGY COMPANY LLC,200.0,,north
DRYFRIO_RN,RN,29.291845,-99.612368,station_description,1.0,AP Sunray LLC,203.5,SUNRAY SOLAR,AP SUNRAY LLC,204.0,1.002,south
DSWL_BES1,OTHER,32.452281,-97.072628,owner_name,1.0,Desert Willow Energy Storage,150.0,,DESERT WILLOW ENERGY STORAGE LLC,0.0,,north
DUKE_CC1,PCCRN,26.34172,-98.175759,fuzzy_lmp,1.0,Hidalgo Energy Center,551.3,DUKE / HEC,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,552.0,1.001,south
DUKE_GST1CCU,OTHER,26.34172,-98.175759,lmp_node_designation,1.0,Hidalgo Energy Center,551.3,DUKE / HEC,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,375.0,0.68,south
DUKE_GT2_CCU,OTHER,26.34172,-98.175759,lmp_node_designation,1.0,Hidalgo Energy Center,551.3,DUKE / HEC,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,177.0,0.321,south
DUP_PUN1,PUN,28.67552,-96.95855,manual,1.0,,0.0,,,0.0,,south
DUP_PUN2,PUN,28.67552,-96.95855,manual,1.0,,0.0,,,0.0,,south
DUP_PUN3,PUN,28.680471,-96.953236,manual,1.0,,0.0,,,0.0,,south
DUP_PUN4,PUN,28.680661,-96.952956,manual,1.0,,0.0,,,0.0,,south
EBELLS_UNIT1,OTHER,31.029,-96.9348,manual,1.0,Ellis Solar LLC,0.0,EASTBELL MILAM SOLAR II | EASTBELL MILAM SOLAR,CATTLEMEN SOLAR PARK II LLC | EDP RENEWABLES NORTH AMERICA LLC | CATTLEMEN SOLAR PARK LLC,396.0,,south
EBNY_ESS_RN,RN,29.620088,-98.334481,owner_name,1.0,Ebony Energy Storage,207.9,,EBONY ENERGY STORAGE LLC | PLUS POWER LLC,0.0,,south
ECLIPSE_UN1,OTHER,29.317999999999998,-100.388,gridstatus,1.0,OCI Alamo 4 LLC,39.6,BRACKETTVILLE SOLAR,OCI ALAMO 4 LLC | RWE CLEAN ENERGY LLC,38.0,0.96,south
EIFSLR_UNIT1,OTHER,33.599167,-95.525056,station_description,1.0,Eiffel Solar Project,240.0,EIFFEL SOLAR,PARIS FARM SOLAR LLC | SB ENERGY DEVCO (US) INC,241.0,1.004,north
ELB_ELBCREEK,OTHER,32.12404,-101.39614,manual,1.0,,0.0,,ELBOW CREEK WIND PROJECT LLC,0.0,,west
ELECTRAW_1_2,OTHER,34.102943,-99.118746,lmp_node_designation,1.0,Electra Wind Farm,230.0,DIGBY SUBSTATION | LOCKETT WIND,ELECTRA WIND LLC | LOCKETT WINDFARM LLC | ORSTED ONSHORE NORTH AMERICA LLC,419.0,1.822,west
ELMCRK_RN,RN,32.4575,-99.7898,manual,1.0,,0.0,ABILENE ELMCREEK,DGSP2 LLC,10.0,,west
ELM_ST_RN,RN,31.4359,-103.4979,manual,1.0,SMT Elsa LLC,0.0,,ELM ST INFRA LLC,0.0,,west
ELM_ST_RN2,RN,31.427548,-103.499524,manual,1.0,SMT Elsa LLC,0.0,,NORTH PECOS CLEAN ENERGY CENTER LLC,0.0,,west
ELSAUZ_ALL,OTHER,26.500883,-97.599064,station_description,1.0,El Sauz Ranch Wind LLC,301.0,EL SAUZ RANCH WIND,EL SAUZ RANCH WIND LLC,302.0,1.003,south
ELSA_ESR_RN,RN,26.296101,-98.0096,station_description,1.0,SMT Elsa LLC,10.0,ELSA,SMT TX MANAGEMENT LLC,10.0,1.0,south
ELS_RN_1,OTHER,32.467194,-97.054333,station_description,1.0,Ellis Solar LLC,80.0,ELLIS SOLAR,ELLIS SOLAR LLC | HANWHA TOTAL SOLAR II LLC,81.0,1.012,north
ELZA_SLR_RN,RN,32.825068,-96.172765,manual,1.0,,0.0,ELIZA SOLAR AND STORAGE,ABLES SPRINGS STORAGE LLC | ENEL TRADING NORTH AMERICA LLC | ABLES SPRINGS SOLAR LLC,152.0,,north
EL_RAYO_ALL,OTHER,26.364153,-97.780439,owner_name,1.0,Raymond Wind Farm LLC,200.2,EL RAYO WIND FARM,RAYMOND WIND FARM LLC | RWE CLEAN ENERGY LLC,200.0,0.999,south
EMPCT_RN,RN,32.8133,-96.8524,manual,1.0,,0.0,EMPIRE CENTRAL,SMT TX MANAGEMENT II LLC,10.0,,north
ENDPARK_ESS1,OTHER,32.85583,-100.9917,manual,1.0,,0.0,,KEY CAPTURE ENERGY LLC 3 | GRIDMATIC EQUISETUM LLC,0.0,,west
ERKA_SLR_RN,RN,32.5367,-96.2211,manual,1.0,,0.0,,KAUFMAN SOLAR LLC | NEXTERA ENERGY RESOURCES LLC,0.0,,north
ERSL_RN,RN,28.883196,-99.178605,station_description,1.0,Elara Solar,132.4,ELARA SOLAR,ELARA ENERGY PROJECT LLC | 7X DEV LLC,132.0,0.997,south
ESCONDID_ESR,OTHER,28.7307,-100.4746,manual,1.0,,0.0,ESCONDIDO,REGIS ESCONDIDO LLC,10.0,,south
ESTONIAN_ALL,OTHER,33.4571,-95.6679,manual,1.0,,0.0,ESTONIAN SOLAR AND STORAGE,ENEL GREEN POWER ESTONIAN SOLAR PROJECT LLC | ENEL TRADING NORTH AMERICA LLC,202.0,,north
ETCCS_CC1,PCCRN,32.32,-96.675,station_description,1.0,Ennis Power Company LLC,418.0,ENNIS TRACTEBEL,ENNIS POWER COMPANY LLC | LUMINANT ENERGY COMPANY LLC,400.0,0.957,north
ETCCS_CCU,OTHER,32.32,-96.675,station_description,1.0,Ennis Power Company LLC,418.0,ENNIS TRACTEBEL,ENNIS POWER COMPANY LLC | LUMINANT ENERGY COMPANY LLC,400.0,0.957,north
EUNICE_ALL,OTHER,32.1164,-102.5283,manual,1.0,,0.0,EUNICE SOLAR AND STORAGE,2W PERMIAN SOLAR LLC,427.0,,west
EVLN_ESS_RN,RN,29.488956,-95.036514,lmp_node_designation,1.0,Hidden Lakes Reliability Project,220.0,,GRIDSTOR LLC,0.0,,houston
EXGNSND_RN,RN,27.18,-98.916667,station_description,1.0,Sendero,78.0,SENDERO WIND ENERGY,SENDERO WIND ENERGY LLC | BROWNSVILLE PUBLIC UTILITIES BOARD,78.0,1.0,south
EXGNWTL_1,OTHER,27.488056,-99.005278,lmp_node_designation,1.0,Whitetail,92.0,WHITETAIL WIND ENERGY,WHITETAIL WIND ENERGY LLC,92.0,1.0,south
EXN_14,OTHER,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_1_3,OTHER,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_4,OTHER,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_8,OTHER,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_9_13,OTHER,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_PUN1,PUN,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_PUN2,PUN,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
EXN_PUN3,PUN,29.74977,-95.01957,manual,1.0,,0.0,,EXXON MOBIL CORPORATION,0.0,,houston
E_BLACK_RN,RN,30.4214,-97.4614,station_description,1.0,East Blackland Solar Project 1,144.0,EAST BLACKLAND SOLAR,EAST BLACKLAND SOLAR PROJECT 1 LLC,144.0,1.0,south
E_HARRIS_RN,RN,26.192028,-97.664516,manual,1.0,,0.0,,AGGREKO MSR GRID PC5 LLC,0.0,,south
FAGUSSLR_RN,RN,34.350994,-100.049306,station_description,1.0,Fagus Solar Park,331.6,FAGUS SOLAR,EXCEL ADVANTAGE SERVICES LLC DBA MISAE SOLAR PARK II,333.0,1.004,west
FALFUR_RN,RN,27.242427,-98.140545,station_description,1.0,Falfurrias BESS,9.9,FALFURRIAS,HEN INFRASTRUCTURE LLC 1,20.0,2.02,south
FALFUR_RN2,RN,27.242427,-98.140545,station_description,1.0,Falfurrias BESS,9.9,FALFURRIAS,REGIS FALFURRIAS LLC,20.0,2.02,south
FAL_FALCONG1,OTHER,26.5575,-99.1642,fuzzy_name,1.0,Falcon Dam & Power,31.5,FALCON HYDRO,INTERNATIONAL BOUNDARY AND WATER COMMISSION US SECTION,11.0,0.349,south
FAL_FALCONG2,OTHER,26.5575,-99.1642,fuzzy_name,1.0,Falcon Dam & Power,31.5,FALCON HYDRO,INTERNATIONAL BOUNDARY AND WATER COMMISSION US SECTION,11.0,0.349,south
FAL_FALCONG3,OTHER,26.5575,-99.1642,fuzzy_name,1.0,Falcon Dam & Power,31.5,FALCON HYDRO,INTERNATIONAL BOUNDARY AND WATER COMMISSION US SECTION,11.0,0.349,south
FAULKNER_RN,RN,31.262381,-103.794852,fuzzy_name,1.0,Faulkner,9.9,FAULKNER TOYAH TNP,HEN INFRASTRUCTURE LLC 1 | HEN INFRASTRUCTURE LLC 2,10.0,1.01,west
FEGC_RN,RN,29.647267,-95.451516,lmp_node_designation,1.0,Friendswood Energy,121.5,FRIENDSWOOD ENERGY GENCO,TEJAS POWER GENERATION LLC | SHELL ENERGY NORTH AMERICA (US) LP,273.0,2.247,houston
FENCESLR_ALL,OTHER,32.0728,-96.224,manual,1.0,,0.0,FENCE POST SOLAR AND BESS,FENCEPOST SOLAR PROJECT LLC | ENEL TRADING NORTH AMERICA LLC,241.0,,north
FERD_ESS_RN,RN,29.3479,-98.574347,manual,1.0,,0.0,,FERDINAND GRID LLC | CPS ENERGY,0.0,,south
FERGCC_CC1,PCCRN,30.558,-98.3721,manual,1.0,Thomas C Ferguson,0.0,FERGUSON REPLACEMENT PROJECT (FRP),LOWER COLORADO RIVER AUTHORITY,574.0,,south
FERGCC_GT1_1,OTHER,30.558,-98.3721,manual,1.0,Thomas C Ferguson,0.0,FERGUSON REPLACEMENT PROJECT (FRP),LOWER COLORADO RIVER AUTHORITY,185.0,,south
FERGCC_GT2_3,OTHER,30.558,-98.3721,manual,1.0,Thomas C Ferguson,0.0,FERGUSON REPLACEMENT PROJECT (FRP),LOWER COLORADO RIVER AUTHORITY,185.0,,south
FERGCC_ST1_5,OTHER,30.558,-98.3721,manual,1.0,Thomas C Ferguson,0.0,FERGUSON REPLACEMENT PROJECT (FRP),LOWER COLORADO RIVER AUTHORITY,204.0,,south
FERMI_ALL,OTHER,29.72753,-100.79431,owner_name,1.0,Rocksprings,149.3,FERMI SUBSTATION,ROCKSPRINGS VAL VERDE WIND LLC,149.0,0.998,west
FILESSLR_PV1,OTHER,32.18398,-97.07141,station_description,1.0,BPL Files Solar,157.5,FILES SOLAR,BPL FILES SOLAR LLC | UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,146.0,0.927,north
FIVEWSLR_ALL,OTHER,30.9986,-97.259,manual,1.0,,0.0,FIVE WELLS SOLAR AND STORAGE,FIVE WELLS STORAGE LLC | ENGIE ENERGY MARKETING NA INC SQ61 | FIVE WELLS SOLAR CENTER LLC,321.0,,south
FLCNS_UNIT1,OTHER,32.273178,-101.422386,lmp_node_designation,1.0,C R Wing Cogen Plant,244.8,FALCON SEABOARD,BHER POWER RESOURCES INC,75.0,0.306,west
FLCNS_UNIT2,OTHER,32.273178,-101.422386,lmp_node_designation,1.0,C R Wing Cogen Plant,244.8,FALCON SEABOARD,BHER POWER RESOURCES INC,75.0,0.306,west
FLCNS_UNIT3,OTHER,32.273178,-101.422386,owner_name,1.0,C R Wing Cogen Plant,244.8,FALCON SEABOARD,BHER POWER RESOURCES INC,150.0,0.613,west
FLOWERII_RN,RN,31.197285,-103.361771,station_description,1.0,Flower Valley II,101.0,FLOWER VALLEY II,FLOWER VALLEY II LLC,102.0,1.01,west
FLTBES1,OTHER,31.19791,-103.36067,fuzzy_name,1.0,TX7 Flat Top,9.9,,KEY CAPTURE ENERGY LLC,0.0,,west
FLTCK_SSI,OTHER,32.338659,-98.476051,owner_name,1.0,Silver Star I Wind Power Project,52.8,FLAT CREEK SWITCH,SILVER STAR I POWER PARTNERS LLC,53.0,1.004,west
FLUVANNA_1_2,OTHER,32.931944,-101.1436,gridstatus,1.0,Gopher Creek Wind Farm,158.0,FLUVANNA WIND | GOPHER CREEK WIND FARM,FLUVANNA WIND ENERGY LLC | TERNA DEN LLC | FLUVANNA WIND ENERGY 2 LLC,314.0,1.987,west
FLVABES1_ESR,OTHER,31.197283,-103.3618,manual,1.0,TX7 Flat Top,9.9,,FLOWER VALLEY LLC,0.0,,west
FOARDCTY_ALL,OTHER,33.915315,-99.740278,station_description,1.0,Foard City Wind,352.8,FOARD CITY WIND LLC,FOARD CITY WIND LLC | INNERGEX RENEWABLE ENERGY INC,350.0,0.992,west
FORMOSA_CC1,PCCRN,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FORMOSA_CC2,PCCRN,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FORMOSA_PUN1,PUN,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FORMOSA_PUN2,PUN,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FORTMA_RN,RN,30.738452,-99.232484,owner_name,1.0,Regis Mason,9.9,FORT MASON,REGIS MASON LLC,10.0,1.01,south
FOXTROT_ALL,OTHER,28.621959,-97.937625,owner_name,1.0,Helena Wind,268.2,FOXTROT WIND,HELENA WIND LLC,268.0,0.999,south
FO_FORMOSA11,OTHER,28.65124,-96.53994,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSA12,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG1,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG10,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG13,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG14,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG15,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG2,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG3,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG4,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG5,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG6,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG7,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG8,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FO_FORMOSG9,OTHER,28.683639999999997,-96.55114,gridstatus,1.0,Formosa Utility Venture Ltd,933.4,,FORMOSA UTILITY VENTURE LTD,0.0,,south
FPPYD_FPP_G1,OTHER,29.9219,-96.7531,manual,1.0,,0.0,FAYETTE PLANT 1 AND 2,LOWER COLORADO RIVER AUTHORITY,615.0,,south
FPPYD_FPP_G2,OTHER,29.9219,-96.7531,manual,1.0,,0.0,FAYETTE PLANT 1 AND 2,LOWER COLORADO RIVER AUTHORITY,615.0,,south
FPPYD_FPP_G3,OTHER,29.9219,-96.7531,manual,1.0,,0.0,FAYETTE PLANT 3,LOWER COLORADO RIVER AUTHORITY,460.0,,south
FREC_1_CCU,OTHER,31.8907,-96.1131,station_description,1.0,Freestone Energy Center,1036.0,FREESTONE ENERGY CENTER,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,549.0,0.53,north
FREC_2_CCU,OTHER,31.8907,-96.1131,station_description,1.0,Freestone Energy Center,1036.0,FREESTONE ENERGY CENTER,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,549.0,0.53,north
FREC_CC1,PCCRN,31.8907,-96.1131,station_description,1.0,Freestone Energy Center,1036.0,FREESTONE ENERGY CENTER,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,1098.0,1.06,north
FREC_CC2,PCCRN,31.8907,-96.1131,station_description,1.0,Freestone Energy Center,1036.0,FREESTONE ENERGY CENTER,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,1098.0,1.06,north
FRMRSVLW_RN,RN,33.19061000000001,-96.33818,gridstatus,1.0,Farmersville West,9.9,FARMERSVILLE WEST TNP,HEN INFRASTRUCTURE LLC 1,20.0,2.02,north
FRMR_BS2_RN1,RN,33.19061,-96.33818,manual,1.0,,0.0,,SBESS TX 7 LLC,0.0,,north
FRNYPP_1_CCU,OTHER,32.7563,-96.4916,lmp_node_designation,1.0,Forney Energy Center,1894.1999999999998,FORNEY,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,1013.0,0.535,north
FRNYPP_2_CCU,OTHER,32.7563,-96.4916,lmp_node_designation,1.0,Forney Energy Center,1894.1999999999998,FORNEY,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,1013.0,0.535,north
FRNYPP_CC1,PCCRN,32.7563,-96.4916,station_description,1.0,Forney Energy Center,1894.1999999999998,FORNEY,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,2026.0,1.07,north
FRNYPP_CC2,PCCRN,32.7563,-96.4916,station_description,1.0,Forney Energy Center,1894.1999999999998,FORNEY,LA FRONTERA HOLDINGS LLC | LUMINANT ENERGY COMPANY LLC,2026.0,1.07,north
FRONT_EC_CC1,PCCRN,26.208,-98.3992,owner_name,1.0,Frontera Energy Center,529.0,,NEW FRONTERA HOLDINGS LLC,0.0,,south
FRONT_EC_RN1,RN,26.208,-98.3992,station_description,1.0,Frontera Energy Center,529.0,FRONTERA ENERGY CENTER,NEW FRONTERA HOLDINGS LLC,185.0,0.35,south
FRONT_EC_RN2,RN,26.208,-98.3992,station_description,1.0,Frontera Energy Center,529.0,FRONTERA ENERGY CENTER,NEW FRONTERA HOLDINGS LLC,177.0,0.335,south
FRONT_EC_RN3,RN,26.208,-98.3992,station_description,1.0,Frontera Energy Center,529.0,FRONTERA ENERGY CENTER,NEW FRONTERA HOLDINGS LLC,177.0,0.335,south
FRYE_SLR_ALL,OTHER,34.4067,-101.59661,lmp_node_designation,1.0,Hecate Energy Frye Solar LLC,500.0,FRYE SOLAR,FRYE SOLAR LLC,502.0,1.004,west
FTDUNCAN_RN,RN,28.69954,-100.40353,station_description,1.0,Fort Duncan BESS,102.6,FORT DUNCAN BESS,FORT DUNCAN BESS LLC,102.0,0.994,south
FTR_CC1,PCCRN,30.5924,-95.9178,station_description,1.0,Tenaska Frontier Generation Station,939.7,FRONTIER,TENASKA FRONTIER PARTNERS LTD,955.0,1.016,north
FTR_FTR_G1_4,OTHER,30.5924,-95.9178,station_description,1.0,Tenaska Frontier Generation Station,939.7,FRONTIER,TENASKA FRONTIER PARTNERS LTD,955.0,1.016,north
FTWIND_UNIT1,OTHER,31.684511,-98.603358,manual,1.0,Flat Top Wind I,200.0,FLAT TOP WIND SUBSTATION,FLAT TOP WIND I LLC,200.0,1.0,north
FWLR_SLR_1,OTHER,31.254361,-102.31165,owner_name,1.0,Crane Solar Project,150.0,FOWLER RANCH SOLAR,CRANE SOLAR PROJECT LLC,153.0,1.02,west
GAIA_SLR_RN,RN,32.15064,-96.193794,manual,1.0,,0.0,,GAIA SOLAR LLC 1 | GAIA SOLAR LLC,0.0,,north
GALO_RN1,RN,31.435932,-99.796613,lmp_node_designation,1.0,Galloway 1 Solar Farm,250.0,GALLOWAY SOLAR FARM,225DD 8ME LLC | 224WB 8ME LLC,362.0,1.448,west
GAMBIT_RN,RN,29.16801,-95.445062,station_description,1.0,Gambit Energy Storage - Angleton Storage,100.0,GAMBIT BESS,GAMBIT ENERGY STORAGE LLC | PLUS POWER LLC,102.0,1.02,houston
GARC_BESS_RN,RN,26.411117,-98.936863,manual,1.0,,0.0,,SMT TX MANAGEMENT LLC,0.0,,south
GBY_GT,OTHER,29.822201,-95.219429,lmp_node_designation,1.0,Greens Bayou,432.0,GREENS BAYOU,NRG TEXAS POWER LLC,432.0,1.0,houston
GID_GIDEONG1,OTHER,30.1456,-97.2708,station_description,1.0,Sim Gideon,623.0,SIM GIDEON,LOWER COLORADO RIVER AUTHORITY,136.0,0.218,south
GID_GIDEONG2,OTHER,30.1456,-97.2708,station_description,1.0,Sim Gideon,623.0,SIM GIDEON,LOWER COLORADO RIVER AUTHORITY,136.0,0.218,south
GID_GIDEONG3,OTHER,30.1456,-97.2708,station_description,1.0,Sim Gideon,623.0,SIM GIDEON,LOWER COLORADO RIVER AUTHORITY,351.0,0.563,south
GIGA_ESS_RN,RN,30.228276,-97.618833,lmp_node_designation,1.0,GFTX BESS,125.0,,GIGA TEXAS ENERGY LLC,0.0,,south
GKS_BESS_RN,RN,26.125510000000006,-98.154473,gridstatus,1.0,Great Kiskadee Storage,100.0,,GREAT KISKADEE STORAGE LLC,0.0,,south
GOA_GOATWIND,OTHER,31.951944,-100.791389,station_description,1.0,Goat Wind LP,149.6,GOAT WIND,,150.0,1.003,west
GODY_SLR_RN,RN,33.63925,-95.62915,manual,1.0,,0.0,,MRG GOODY STORAGE LLC | MRG GOODY SOLAR PROJECT LLC,0.0,,north
GOLINDA_UN1,OTHER,31.346717,-97.082774,owner_name,1.0,BPL Sol Solar LLC,100.0,GOLINDA SOLAR,BPL SOL SOLAR LLC | UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,101.0,1.01,north
GOMZ_RN,RN,31.036537,-103.024156,station_description,1.0,Gomez,9.9,GOMEZ TNP,HEN INFRASTRUCTURE LLC 1,10.0,1.01,west
GOODNIT1_ALL,OTHER,35.093889,-101.326111,station_description,1.0,Goodnight,265.5,GOODNIGHT WIND,FGE GOODNIGHT I LLC,258.0,0.972,west
GOODWIN_ESR,OTHER,26.247029,-98.451671,station_description,1.0,Regis Goodwin LLC,9.9,GOODWIN,REGIS GOODWIN LLC,10.0,1.01,south
GPASTURE_ALL,OTHER,33.628222,-99.411169,station_description,1.0,Green Pastures Wind I,150.0,GREEN PASTURES WIND,GREEN PASTURES WIND I LLC,150.0,1.0,west
GRANDVW1_A_B,OTHER,35.254183999999995,-101.1866,gridstatus,1.0,Grandview Wind Farm LLC,211.2,GRANDVIEW WIND FARM,COLBECKS CORNER LLC | RWE CLEAN ENERGY LLC | GRANDVIEW WIND FARM LLC,411.0,1.946,west
GRAN_SLR_RN,RN,30.599817,-97.154753,station_description,1.0,Gransolar Texas One LLC,50.0,GRANSOLAR TEXAS ONE,GRANSOLAR TEXAS ONE LLC,50.0,1.0,south
GRDNE_ESR_RN,RN,31.867209,-101.469373,station_description,1.0,Garden City East BESS,9.9,GARDEN CITY EAST,HEN INFRASTRUCTURE LLC 1,10.0,1.01,west
GREASWOD_ALL,OTHER,31.030996,-102.488209,station_description,1.0,Greasewood Solar,255.0,GREASEWOOD SOLAR,CONCHO BLUFF LLC,258.0,1.012,west
GREGORY_RN,RN,27.921403,-97.309414,station_description,1.0,Regis Gregory,9.9,GREGORY,REGIS GREGORY LLC,10.0,1.01,south
GRIF_TRL_RN,RN,33.609313,-99.58229,station_description,1.0,Griffin Trail Wind,225.6,GRIFFIN TRAIL WIND,GRIFFIN TRAIL WIND LLC | INNERGEX RENEWABLE ENERGY INC,226.0,1.002,west
GRIM_SLR_RN,RN,30.706736,-96.066021,manual,1.0,,0.0,GRIMES COUNTY SOLAR,GRIMES COUNTY SOLAR PROJECT LLC,211.0,,north
GRND_SLR_RN,RN,31.2359,-102.1229,manual,1.0,,0.0,,KING MOUNTAIN SOLAR LLC | NEXTERA ENERGY RESOURCES LLC,0.0,,west
GRSES_UNIT1,OTHER,33.1344,-98.6117,station_description,1.0,Graham,634.7,GRAHAM SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,225.0,0.354,west
GRSES_UNIT2,OTHER,33.1344,-98.6117,station_description,1.0,Graham,634.7,GRAHAM SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,387.0,0.61,west
GRYH_SLR_RN,RN,31.700791,-102.526707,manual,1.0,,0.0,GREYHOUND SOLAR,ROCKHOUND SOLAR 2 LLC DBA GREYHOUND SOLAR,253.0,,west
GUADG_CC1,PCCRN,29.6244,-98.1419,station_description,1.0,Guadalupe Generating Station,1088.2,GUADALUPE GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,1132.0,1.04,south
GUADG_CC2,PCCRN,29.6244,-98.1419,station_description,1.0,Guadalupe Generating Station,1088.2,GUADALUPE GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,1132.0,1.04,south
GUADG_CCU1,OTHER,29.6244,-98.1419,station_description,1.0,Guadalupe Generating Station,1088.2,GUADALUPE GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,566.0,0.52,south
GUADG_CCU2,OTHER,29.6244,-98.1419,station_description,1.0,Guadalupe Generating Station,1088.2,GUADALUPE GEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,566.0,0.52,south
GUNMTN_NODE,OTHER,32.240278,-101.473611,owner_name,1.0,Gunsight Mountain Wind Energy LLC,120.0,GUNMTN,GUNSIGHT MOUNTAIN WIND ENERGY LLC,120.0,1.0,west
GWEC_G1,OTHER,31.383333,-98.466667,lmp_node_designation,1.0,Goldthwaite Wind Energy Facility,150.0,GOLDWAITHE ENERGY CENTER,GOLDTHWAITE WIND ENERGY LLC,149.0,0.993,north
GZ_RN,RN,29.9624,-95.44201,manual,1.0,,0.0,GEARS,REGIS GEARS-HARRIS LLC | ESTX PLD HOUSTON7 LLC,10.0,,houston
