"OWNER RE","RESOURCE NAME","TYPE","SPLIT GEN RESOURCE","DME","DME DUNS","RMR"
"MEP COTULLA BESS LLC (RE)","COTULLA_ESR1","Storage","Not Applicable","SBESS TX19 LLC (DME)","1192725627000","N"
"MEP EDINBURG BESS LLC (RE)","SE_EDINB_ESR1","Storage","Not Applicable","MEP EDINBURG BESS LLC (DME)","1192722577000","N"
"MEP PALMVIEW BESS LLC (RE)","PALMVIEW_ESR1","Storage","Not Applicable","SBESS TX14 LLC (DME)","1192710867000","N"
"MESQUITE CLEAN ENERGY CENTER LLC (RE)","MESQUITE_ESR2","Storage","Not Applicable","MESQUITE CLEAN ENERGY CENTER LLC (DME)","1253395957000","N"
"MESQUITE CREEK WIND LLC (RE)","MESQCRK_WND1","Generation","Not Applicable","MP2 MESQUITE CREEK WIND LLC (DME)","0793768947000","N"
"MESQUITE CREEK WIND LLC (RE)","MESQCRK_WND2","Generation","Not Applicable","MP2 MESQUITE CREEK WIND LLC (DME)","0793768947000","N"
"MESQUITE STAR SPECIAL LLC (RE)","WH_WIND_UNIT1","Generation","Not Applicable","MESQUITE STAR SPECIAL LLC (DME)","0810599807000","N"
"MESQUITE STAR SPECIAL LLC (RE)","WH_WIND_UNIT2","Generation","Not Applicable","MESQUITE STAR SPECIAL LLC (DME)","0810599807000","N"
"MESQUITE WIND LLC (RE)","LNCRK_G83","Generation","Not Applicable","DIRECT ENERGY LP (DME)","0397133547000","N"
"MESTENO WINDPOWER LLC (RE)","MESTENO_UNIT_1","Generation","Not Applicable","MESTENO WINDPOWER LLC (DME)","1154912957000","N"
"MIAMI WIND I LLC (RE)","MIAM1_G1","Generation","Not Applicable","MIAMI WIND I LLC (DME)","0790948677000","N"
"MIAMI WIND I LLC (RE)","MIAM1_G2","Generation","Not Applicable","MIAMI WIND I LLC (DME)","0790948677000","N"
"MIDLOTHIAN ENERGY LLC (RE)","MDANP_CT1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"MIDLOTHIAN ENERGY LLC (RE)","MDANP_CT2","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"MIDLOTHIAN ENERGY LLC (RE)","MDANP_CT3","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"MIDLOTHIAN ENERGY LLC (RE)","MDANP_CT4","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"MIDLOTHIAN ENERGY LLC (RE)","MDANP_CT5","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"MIDLOTHIAN ENERGY LLC (RE)","MDANP_CT6","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"MIDPOINT SOLAR LLC (RE)","MIDP_SLR_SOLAR1","Generation","Not Applicable","MIDPOINT SOLAR LLC (DME)","1193696997000","N"
"MIDPOINT SOLAR LLC 1 (RE)","MIDP_SLR_ESR1","Storage","Not Applicable","MIDPOINT SOLAR LLC (DME)","1193696997000","N"
"MIDWAY BESS STATION LLC (RE)","MIDWY_ESR1","Storage","Not Applicable","MIDWAY BESS STATION LLC (DME)","1206309797000","N"
"MIDWAY SOLAR LLC (RE)","WAYMARK_UNIT1","Generation","Not Applicable","MIDWAY SOLAR LLC (DME)","0810130437000","N"
"MIDWAY WIND LLC (RE)","MIDWIND_UNIT1","Generation","Not Applicable","MIDWAY WIND LLC (DME)","0793416707000","N"
"MILLERS BRANCH SOLAR LLC (RE)","MLB_SLR_SOLAR1","Generation","Not Applicable","MILLERS BRANCH SOLAR LLC (DME)","1193200487000","N"
"MILLERS BRANCH SOLAR LLC (RE)","MLB_SLR_SOLAR2","Generation","Not Applicable","MILLERS BRANCH SOLAR LLC (DME)","1193200487000","N"
"MILLERS BRANCH SOLAR LLC (RE)","MLB_SLR_SOLAR3","Generation","Not Applicable","MILLERS BRANCH SOLAR LLC (DME)","1193200487000","N"
"MISAE SOLAR IV LLC (RE)","LEON_SLR_UNIT1","Generation","Not Applicable","MISAE SOLAR IV LLC (DME)","1188242387000","N"
"MISAE SOLAR IV LLC (RE)","LEON_SLR_UNIT2","Generation","Not Applicable","MISAE SOLAR IV LLC (DME)","1188242387000","N"
"MOCKINGBIRD SOLAR CENTER LLC (RE)","BAKE_SLR_UNIT1","Generation","Not Applicable","MOCKINGBIRD SOLAR CENTER LLC (DME)","1186976817000","N"
"MOCKINGBIRD SOLAR CENTER LLC (RE)","BAKE_SLR_UNIT2","Generation","Not Applicable","MOCKINGBIRD SOLAR CENTER LLC (DME)","1186976817000","N"
"MOMENTUM HEADCAMP LLC (RE)","HEADCAMP_ESR1","Storage","Not Applicable","MOMENTUM HEADCAMP LLC (DME)","1194361047000","N"
"MONTE CRISTO WINDPOWER LLC (RE)","MONTECR1_WIND1","Generation","Not Applicable","MONTE CRISTO WINDPOWER LLC (DME)","1123575407000","N"
"MONTGOMERY RANCH WIND FARM LLC (RE)","MONT_WND_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"MONTGOMERY RANCH WIND FARM LLC (RE)","MONT_WND_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"MORROW LAKE SOLAR LLC (RE)","MROW_SLR_SOLAR1","Generation","Not Applicable","MORROW LAKE SOLAR LLC (DME)","1190085297000","N"
"MOUNTAIN CREEK POWER LLC (RE)","MCSES_UNIT6","Generation","Not Applicable","MOUNTAIN CREEK POWER LLC (DME)","0794983557000","N"
"MOUNTAIN CREEK POWER LLC (RE)","MCSES_UNIT7","Generation","Not Applicable","MOUNTAIN CREEK POWER LLC (DME)","0794983557000","N"
"MOUNTAIN CREEK POWER LLC (RE)","MCSES_UNIT8","Generation","Not Applicable","MOUNTAIN CREEK POWER LLC (DME)","0794983557000","N"
"MOZART WIND LLC (RE)","MOZART_WIND_1","Generation","Not Applicable","MOZART WIND LLC (DME)","0598773667000","N"
"MRG GOODY SOLAR PROJECT LLC (RE)","GODY_SLR_SOLAR1","Generation","Not Applicable","MRG GOODY SOLAR PROJECT LLC (DME)","1195407807000","N"
"MRG GOODY SOLAR PROJECT LLC (RE)","GODY_SLR_SOLAR2","Generation","Not Applicable","MRG GOODY SOLAR PROJECT LLC (DME)","1195407807000","N"
"MRG GOODY STORAGE LLC (RE)","GODY_SLR_ESR1","Storage","Not Applicable","MRG GOODY SOLAR PROJECT LLC (DME)","1195407807000","N"
"MYRTLE SOLAR LLC (RE)","MYR_UNIT1","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"MYRTLE SOLAR LLC (RE)","MYR_UNIT2","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"MYRTLE STORAGE LLC (RE)","MYR_ESR1","Storage","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"MYRTLE STORAGE LLC (RE)","MYR_ESR2","Storage","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"NACOGDOCHES POWER LLC (RE)","NACPW_UNIT1","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"NET POWER LLC (RE)","MIRAGE_GEN_0001","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"NEW FRONTERA HOLDINGS LLC (RE)","FRONT_EC_CT1","Generation","Not Applicable","NEW FRONTERA HOLDINGS LLC (DME)","1187858577000","N"
"NEW FRONTERA HOLDINGS LLC (RE)","FRONT_EC_CT2","Generation","Not Applicable","NEW FRONTERA HOLDINGS LLC (DME)","1187858577000","N"
"NEW FRONTERA HOLDINGS LLC (RE)","FRONT_EC_ST","Generation","Not Applicable","NEW FRONTERA HOLDINGS LLC (DME)","1187858577000","N"
"NEW HICKORY SOLAR LLC (RE)","NHKY_SLR_UNIT1","Generation","Not Applicable","NEW HICKORY SOLAR LLC (DME)","1448442337000","N"
"NEW HICKORY SOLAR LLC (RE)","NHKY_SLR_UNIT2","Generation","Not Applicable","NEW HICKORY SOLAR LLC (DME)","1448442337000","N"
"NORTH PECOS CLEAN ENERGY CENTER LLC (RE)","ELM_ST_ESR2","Storage","Not Applicable","NORTH PECOS CLEAN ENERGY CENTER LLC (DME)","1253544867000","N"
"NOTREES WINDPOWER LP (RE)","NWF_ESR1","Storage","Not Applicable","NOTREES WINDPOWER LP (DME)","8251689467000","N"
"NOTREES WINDPOWER LP (RE)","NWF_NWF1","Generation","Not Applicable","NOTREES WINDPOWER LP (DME)","8251689467000","N"
"NOTREES WINDPOWER LP (RE)","NWF_NWF2","Generation","Not Applicable","NOTREES WINDPOWER LP (DME)","8251689467000","N"
"NRG CEDAR BAYOU DEVELOPMENT COMPANY LLC (RE)","CBY4_CT41","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG CEDAR BAYOU DEVELOPMENT COMPANY LLC (RE)","CBY4_CT42","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG CEDAR BAYOU DEVELOPMENT COMPANY LLC (RE)","CBY4_ST04","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","CBY_CBY_G1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","CBY_CBY_G2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","GBY_GBYGT73","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","GBY_GBYGT74","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","GBY_GBYGT81","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","GBY_GBYGT82","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","GBY_GBYGT83","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","GBY_GBYGT84","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","LEG_LEG_G1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","LEG_LEG_G2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT31","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT32","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT33","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT34","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT41","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT42","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT43","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT44","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT51","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT52","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT53","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT54","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT55","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT56","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWGT_1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWST_3","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","THW_THWST_4","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAPGT_1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G3","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G4","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G5","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G6","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G7","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG TEXAS POWER LLC (RE)","WAP_WAP_G8","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG THW GT LLC (RE)","THW_GT61","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"NRG THW GT LLC (RE)","THW_GT62","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"OAK GROVE MANAGEMENT COMPANY LLC (RE)","OGSES_UNIT1A","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"OAK GROVE MANAGEMENT COMPANY LLC (RE)","OGSES_UNIT2","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"OAK HILL SOLAR LLC (RE)","DRCK_SLR_SOLAR1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"OBERON SOLAR IA LLC (RE)","OBERON_UNIT_1","Generation","OBERON_UNIT_1_J01","HANWHA ENERGY USA HOLDINGS CORP (DME)","0806881857000","N"
"OBERON SOLAR IB LLC (RE)","OBERON_UNIT_1","Generation","OBERON_UNIT_1_J02","HANWHA ENERGY USA HOLDINGS CORP (DME)","0806881857000","N"
"OCI ALAMO 1 LLC (RE)","OCI_ALM1_UNIT1","Generation","Not Applicable","OCI ALAMO 1 LLC (DME)","0787322647000","N"
"OCI ALAMO 4 LLC (RE)","ECLIPSE_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"OCOTILLO WINDPOWER LP (RE)","OWF_OWF","Generation","Not Applicable","OCOTILLO WINDPOWER LP (DME)","8251691007000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G1","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G2","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G3","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G4","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G5","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G6","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"ODYSSEY ENERGY ALTURA COGEN LLC (RE)","PSA_PSA_G7","Generation","Not Applicable","OPTIM ENERGY MARKETING LLC (DME)","8014376387000","N"
"OLD 300 SOLAR CENTER LLC (RE)","BCK_UNIT1","Generation","Not Applicable","OLD 300 SOLAR CENTER LLC  (DME)","1179977417000","N"
"OLD 300 SOLAR CENTER LLC (RE)","BCK_UNIT2","Generation","Not Applicable","OLD 300 SOLAR CENTER LLC  (DME)","1179977417000","N"
"OLD 300 STORAGE CENTER LLC (RE)","BCK_ESR1","Storage","Not Applicable","OLD 300 STORAGE CENTER LLC (DME)","1194956437000","N"
"OLD 300 STORAGE CENTER LLC (RE)","BCK_ESR2","Storage","Not Applicable","OLD 300 STORAGE CENTER LLC (DME)","1194956437000","N"
"OLD SETTLER WIND LLC (RE)","COTPLNS_OLDSETLR","Generation","Not Applicable","OLD SETTLER WIND LLC (DME)","0799076947000","N"
"ORIANA SOLAR LLC (RE)","ORIANA_UNIT1","Generation","Not Applicable","ORIANA SOLAR LLC (DME)","1111703227000","N"
"OUTPOST SOLAR LLC (RE)","OUTP_SLR_UNIT1","Generation","Not Applicable","OUTPOST SOLAR LLC (DME)","1189375627000","N"
"OUTPOST SOLAR LLC (RE)","OUTP_SLR_UNIT2","Generation","Not Applicable","OUTPOST SOLAR LLC (DME)","1189375627000","N"
"OXY VINYLS LP (RE)","DIB_DIB_G1","Generation","Not Applicable","OXY VINYLS LP (DME)","0618050037000","N"
"OXY VINYLS LP (RE)","DIB_DIB_G2","Generation","Not Applicable","OXY VINYLS LP (DME)","0618050037000","N"
"OXY VINYLS LP (RE)","DIB_DIB_G3","Generation","Not Applicable","OXY VINYLS LP (DME)","0618050037000","N"
"OXY VINYLS LP (RE)","DIB_DIB_G4","Generation","Not Applicable","OXY VINYLS LP (DME)","0618050037000","N"
"OYSTERCATCHER SOLAR LLC (RE)","OYST_SLR_UNIT1","Generation","Not Applicable","OYSTERCATCHER SOLAR LLC (DME)","1175786807000","N"
"OYSTERCATCHER SOLAR LLC (RE)","OYST_SLR_UNIT2","Generation","Not Applicable","OYSTERCATCHER SOLAR LLC (DME)","1175786807000","N"
"PADUA GRID 2 LLC (RE)","PAD2_ESS_ESR2","Storage","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"PADUA GRID 3 LLC (RE)","PAD3_ESS_ESR3","Storage","Not Applicable","PADUA GRID 3 LLC (DME)","1194828777000","N"
"PADUA GRID LLC (RE)","PAD1_ESS_ESR1","Storage","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"PALMAS WIND LLC (RE)","PALMWIND_UNIT1","Generation","Not Applicable","ACCIONA ENERGY USA GLOBAL LLC (DME)","0797372127000","N"
"PAMELA HEIGHTS I ENERGY CENTER LLC (RE)","CLO_ESR3","Storage","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"PANTHER CREEK WIND FARM I AND II LLC (RE)","PC_NORTH_PANTHER1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PANTHER CREEK WIND FARM I AND II LLC (RE)","PC_SOUTH_PANTHER2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PANTHER CREEK WIND FARM THREE LLC (RE)","PC_SOUTH_PANTH31","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PANTHER CREEK WIND FARM THREE LLC (RE)","PC_SOUTH_PANTH32","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PANTHER CREEK WIND FARM THREE LLC (RE)","PC_SOUTH_PANTHER3","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PAPALOTE CREEK I LLC (RE)","PAP1_PAP1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PAPALOTE CREEK II LLC (RE)","COTTON_PAP2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"PARIS FARM SOLAR LLC (RE)","EIFSLR_UNIT1","Generation","Not Applicable","SB ENERGY DEVCO (US) INC (DME)","1176517237000","N"
