"OWNER RE","RESOURCE NAME","TYPE","SPLIT GEN RESOURCE","DME","DME DUNS","RMR"
"COLORADO BEND I POWER LLC (RE)","CBEC_GT4","Generation","Not Applicable","EXGEN TEXAS POWER LLC (DME)","0794357437000","N"
"COLORADO BEND I POWER LLC (RE)","CBEC_STG1","Generation","Not Applicable","EXGEN TEXAS POWER LLC (DME)","0794357437000","N"
"COLORADO BEND I POWER LLC (RE)","CBEC_STG2","Generation","Not Applicable","EXGEN TEXAS POWER LLC (DME)","0794357437000","N"
"COLORADO BEND II POWER LLC (RE)","CBECII_CT7","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"COLORADO BEND II POWER LLC (RE)","CBECII_CT8","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"COLORADO BEND II POWER LLC (RE)","CBECII_STG9","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"COMANCHE PEAK POWER COMPANY LLC (RE)","CPSES_UNIT1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"COMANCHE PEAK POWER COMPANY LLC (RE)","CPSES_UNIT2","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"COMISION FEDERAL DE ELECTRICIDAD (RES)","BL_BROWN","Generation","Not Applicable","","","N"
"COMISION FEDERAL DE ELECTRICIDAD (RES)","BL_EAGLE","Generation","Not Applicable","","","N"
"COMISION FEDERAL DE ELECTRICIDAD (RES)","BL_GONZA","Generation","Not Applicable","","","N"
"COMISION FEDERAL DE ELECTRICIDAD (RES)","BL_LARED","Generation","Not Applicable","","","N"
"COMISION FEDERAL DE ELECTRICIDAD (RES)","BL_MILIT","Generation","Not Applicable","","","N"
"COMPADRE SOLAR LLC (RE)","TROJ_SLR_PV1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"COMPADRE SOLAR LLC (RE)","TROJ_SLR_PV2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"CONCHO BLUFF LLC (RE)","GREASWOD_UNIT1","Generation","Not Applicable","CONCHO BLUFF LLC (DME)","1169669357000","N"
"CONCHO BLUFF LLC (RE)","GREASWOD_UNIT2","Generation","Not Applicable","CONCHO BLUFF LLC (DME)","1169669357000","N"
"CONCHO VALLEY SOLAR LLC (RE)","RATLIFF_SOLAR1","Generation","Not Applicable","CONCHO VALLEY SOLAR LLC (DME)","1183796027000","N"
"CONDUIT QSE LLC 1 (RE)","CEDRVALE_UNIT1","Generation","Not Applicable","CONDUIT QSE LLC 1 (DME)","1192250387000","N"
"CONDUIT QSE LLC 1 (RE)","COYANOSA_UNIT1","Generation","Not Applicable","CONDUIT QSE LLC 1 (DME)","1192250387000","N"
"CONDUIT QSE LLC 1 (RE)","PYOTE_UNIT1","Generation","Not Applicable","CONDUIT QSE LLC 1 (DME)","1192250387000","N"
"CONDUIT QSE LLC 1 (RE)","STAGHORN_UNIT1","Generation","Not Applicable","CONDUIT QSE LLC 1 (DME)","1192250387000","N"
"CONSTELLATION HANDLEY POWER LLC (RE)","HLSES_UNIT3","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"CONSTELLATION HANDLEY POWER LLC (RE)","HLSES_UNIT4","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"CONSTELLATION HANDLEY POWER LLC (RE)","HLSES_UNIT5","Generation","Not Applicable","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"CONSTELLATION SOUTH TEXAS LLC (RE)","STP_STP_G1","Generation","STP_STP_G1_J01","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"CONSTELLATION SOUTH TEXAS LLC (RE)","STP_STP_G2","Generation","STP_STP_G2_J01","CONSTELLATION ENERGY GENERATION LLC (DME)","9604589587000","N"
"COPPERHEAD SOLAR LLC (RE)","CORALSLR_ESR1","Storage","Not Applicable","COPPERHEAD SOLAR LLC (DME)","1177430317000","N"
"COPPERHEAD SOLAR LLC (RE)","CORALSLR_ESR2","Storage","Not Applicable","COPPERHEAD SOLAR LLC (DME)","1177430317000","N"
"COPPERHEAD SOLAR LLC (RE)","CORALSLR_SOLAR1","Generation","Not Applicable","COPPERHEAD SOLAR LLC (DME)","1177430317000","N"
"COPPERHEAD SOLAR LLC (RE)","CORALSLR_SOLAR2","Generation","Not Applicable","COPPERHEAD SOLAR LLC (DME)","1177430317000","N"
"CORAZON ENERGY LLC (RE)","CORAZON_UNIT1","Generation","Not Applicable","CORAZON ENERGY LLC (DME)","1177755257000","N"
"CORPUS BATTERY STORAGE LLC (RE)","LYNX_ESS_ESR1","Storage","Not Applicable","CORPUS BATTERY STORAGE LLC (DME)","1193458397000","N"
"COTTON PLAINS WIND I LLC (RE)","COTPLNS_COTTONPL","Generation","Not Applicable","COTTON PLAINS WIND I LLC (DME)","0793414937000","N"
"COTTONWOOD BAYOU SOLAR LLC (RE)","CTW_SOLAR1","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"COTTONWOOD BAYOU SOLAR LLC (RE)","CTW_SOLAR2","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"COTTONWOOD BAYOU STORAGE LLC (RE)","CTW_ESR1","Storage","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"COUNTY RD INFRA LLC (RE)","CNTYRDS_ESR1","Storage","Not Applicable","COUNTY RD INFRA LLC (DME)","1193296607000","N"
"COYOTE WIND LLC (RE)","COYOTE_W_UNIT1","Generation","Not Applicable","EDF RENEWABLES INC (DME)","3302439437000","N"
"COYOTE WIND LLC (RE)","COYOTE_W_UNIT2","Generation","Not Applicable","EDF RENEWABLES INC (DME)","3302439437000","N"
"COYOTE WIND LLC (RE)","COYOTE_W_UNIT3","Generation","Not Applicable","EDF RENEWABLES INC (DME)","3302439437000","N"
"CPS ENERGY (RE)","BRAUNIG_AVR1_CT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","BRAUNIG_AVR1_CT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","BRAUNIG_AVR1_ST","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","BRAUNIG_VHB3","Generation","","CPS ENERGY (DME)","0079360737000","Y"
"CPS ENERGY (RE)","BRAUNIG_VHB6CT5","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","BRAUNIG_VHB6CT6","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","BRAUNIG_VHB6CT7","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","BRAUNIG_VHB6CT8","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","B_DAVIS_B_DAVIG1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","B_DAVIS_B_DAVIG2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","B_DAVIS_B_DAVIG3","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","B_DAVIS_B_DAVIG4","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","CALAVERS_JKS1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","CALAVERS_JKS2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","CALAVERS_OWS1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","CALAVERS_OWS2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","LARDVFTN_G4","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","LARDVFTN_G5","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","LEON_CRK_LCPCT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","LEON_CRK_LCPCT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","LEON_CRK_LCPCT3","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","LEON_CRK_LCPCT4","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","NUECES_B_NUECESG7","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","NUECES_B_NUECESG8","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","NUECES_B_NUECESG9","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","STP_STP_G1","Generation","STP_STP_G1_J03","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","STP_STP_G2","Generation","STP_STP_G2_J03","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY (RE)","X4_ESR1","Storage","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY 1 (RE)","RIONOG_CT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY 1 (RE)","RIONOG_CT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY 1 (RE)","RIONOG_CT3","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CPS ENERGY 1 (RE)","RIONOG_ST1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"CRANE 2 BESS LLC (RE)","TBWF_ESS_ESR1","Storage","Not Applicable","CRANE 2 BESS LLC (DME)","1187050257000","N"
"CRANE SOLAR PROJECT LLC (RE)","FWLR_SLR_UNIT1","Generation","Not Applicable","CRANE SOLAR PROJECT LLC (DME)","1171390707000","N"
"CRANELL WIND FARM LLC (RE)","CRANELL_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CROSBY CLEAN ENERGY CENTER LLC (RE)","CS_ESR1","Storage","Not Applicable","CROSBY CLEAN ENERGY CENTER LLC (DME)","1267523537000","N"
"CROSS TRAILS ENERGY STORAGE PROJECT LLC (RE)","CROSSTRL_ESR1","Storage","Not Applicable","GRIDMATIC EQUISETUM LLC (DME)","1180455687000","N"
"CROSSETT POWER MANAGEMENT LLC (RE)","CROSSETT_ESR2","Storage","Not Applicable","CROSSETT POWER MANAGEMENT LLC (DME)","1176978127000","N"
"CROSSETT POWER MANAGEMENT LLC 1 (RE)","CROSSETT_ESR1","Storage","Not Applicable","HATCH EQ I LLC (DME)","1192993687000","N"
"CROWNED HERON 2 LLC (RE)","HEN_ESR2","Storage","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"CROWNED HERON LLC (RE)","HEN_ESR1","Storage","Not Applicable","CROWNED HERON LLC (DME)","1191027667000","N"
"CUTLASS SOLAR II LLC (RE)","ROW_UNIT2","Generation","Not Applicable","CUTLASS SOLAR II LLC (DME)","1190003467000","N"
"CUTLASS SOLAR LLC (RE)","ROW_UNIT1","Generation","Not Applicable","CUTLASS SOLAR LLC (DME)","1177556887000","N"
"DANISH FIELDS SOLAR LLC (RE)","DAN_UNIT1","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"DANISH FIELDS SOLAR LLC (RE)","DAN_UNIT2","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"DANISH FIELDS SOLAR LLC (RE)","DAN_UNIT3","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"DANISH FIELDS STORAGE LLC (RE)","DAN_ESR1","Storage","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"DANISH FIELDS STORAGE LLC (RE)","DAN_ESR2","Storage","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"DECORDOVA BESS LLC (RE)","DCSES_ESR1","Storage","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"DECORDOVA BESS LLC (RE)","DCSES_ESR2","Storage","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"DECORDOVA BESS LLC (RE)","DCSES_ESR3","Storage","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"DECORDOVA BESS LLC (RE)","DCSES_ESR4","Storage","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"DELILAH SOLAR ENERGY II LLC (RE)","DELILA_2_G1","Generation","Not Applicable","DELILAH SOLAR ENERGY II LLC (DME)","1183390187000","N"
"DELILAH SOLAR ENERGY II LLC (RE)","DELILA_2_G2","Generation","Not Applicable","DELILAH SOLAR ENERGY II LLC (DME)","1183390187000","N"
"DELILAH SOLAR ENERGY II LLC (RE)","DELILA_2_G3","Generation","Not Applicable","DELILAH SOLAR ENERGY II LLC (DME)","1183390187000","N"
"DELILAH SOLAR ENERGY LLC (RE)","DELILA_1_G1","Generation","Not Applicable","DELILAH SOLAR ENERGY LLC (DME)","1179851107000","N"
"DELILAH SOLAR ENERGY LLC (RE)","DELILA_1_G2","Generation","Not Applicable","DELILAH SOLAR ENERGY LLC (DME)","1179851107000","N"
"DENISON DAM (RE)","DNDAM_DENISOG1","Generation","Not Applicable","DENISON DAM (RE)","1234567013000","N"
"DENISON DAM (RE)","DNDAM_DENISOG2","Generation","Not Applicable","DENISON DAM (RE)","1234567013000","N"
"DENTON MUNICIPAL ELECTRIC DEC (RE)","DEC_AGR_A","Generation","Not Applicable","DENTON MUNICIPAL ELECTRIC (SQ2) (DME)","0713801907100","N"
"DENTON MUNICIPAL ELECTRIC DEC (RE)","DEC_AGR_B","Generation","Not Applicable","DENTON MUNICIPAL ELECTRIC (SQ2) (DME)","0713801907100","N"
"DENTON MUNICIPAL ELECTRIC DEC (RE)","DEC_AGR_C","Generation","Not Applicable","DENTON MUNICIPAL ELECTRIC (SQ2) (DME)","0713801907100","N"
"DENTON MUNICIPAL ELECTRIC DEC (RE)","DEC_AGR_D","Generation","Not Applicable","DENTON MUNICIPAL ELECTRIC (SQ2) (DME)","0713801907100","N"
"DERMOTT WIND LLC (RE)","DERMOTT_UNIT1","Generation","Not Applicable","DERMOTT WIND LLC (DME)","0803705457000","N"
"DERMOTT WIND LLC (RE)","DERMOTT_UNIT2","Generation","Not Applicable","DERMOTT WIND LLC (DME)","0803705457000","N"
"DESERT SKY WIND FARM LLC (RE)","DSKYWND1_UNIT_1A","Generation","Not Applicable","DESERT SKY WIND FARM LLC (DME)","0394404207000","N"
"DESERT SKY WIND FARM LLC (RE)","DSKYWND1_UNIT_1B","Generation","Not Applicable","DESERT SKY WIND FARM LLC (DME)","0394404207000","N"
"DESERT SKY WIND FARM LLC (RE)","DSKYWND2_UNIT_2A","Generation","Not Applicable","DESERT SKY WIND FARM LLC (DME)","0394404207000","N"
"DESERT SKY WIND FARM LLC (RE)","DSKYWND2_UNIT_2B","Generation","Not Applicable","DESERT SKY WIND FARM LLC (DME)","0394404207000","N"
"DESERT WILLOW ENERGY STORAGE LLC (RE)","DSWL_ESS_ESR1","Storage","Not Applicable","DESERT WILLOW ENERGY STORAGE LLC (DME)","1112345627000","N"
"DESTINY STORAGE LLC (RE)","RHA_ESR1","Storage","Not Applicable","DESTINY STORAGE LLC (DME)","1032934977000","N"
"DGSP2 LLC (RE)","ELMCRK_ESR1","Storage","Not Applicable","DGSP2 LLC (DME)","0796086767000","N"
"DISTRIBUTED GENERATION SOLUTIONS LLC (RE)","ABINDUST_ESR1","Storage","Not Applicable","DISTRIBUTED GENERATION SOLUTIONS LLC (DME)","0786024207000","N"
"DIVER SOLAR LLC (RE)","DIVR_SLR_SOLAR1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"DIVER SOLAR LLC (RE)","DIVR_SLR_SOLAR2","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"DOGFISH ESS ASSETS LLC (RE)","DGFS_ESR_ESR1","Storage","Not Applicable","DOGFISH ESS ASSETS LLC (DME)","1193439277000","N"
"EAST BLACKLAND SOLAR PROJECT 1 LLC (RE)","E_BLACK_UNIT_1","Generation","Not Applicable","EAST BLACKLAND SOLAR PROJECT 1 LLC (DME)","1136806927000","N"
"EAST PECOS SOLAR LLC (RE)","BOOTLEG_UNIT1","Generation","Not Applicable","EAST PECOS SOLAR LLC (DME)","0800880427000","N"
"EBONY ENERGY STORAGE LLC (RE)","EBNY_ESS_ESR1","Storage","Not Applicable","PLUS POWER LLC (DME)","0097952567000","N"
"ECTOR COUNTY GENERATION LLC (RE)","ECEC_G1","Generation","Not Applicable","ECTOR COUNTY GENERATION LLC (DME)","1186764427000","N"
"ECTOR COUNTY GENERATION LLC (RE)","ECEC_G2","Generation","Not Applicable","ECTOR COUNTY GENERATION LLC (DME)","1186764427000","N"
"EDINBURG ESS ASSETS LLC (RE)","NEDIN_ESR1","Storage","Not Applicable","INFINITE GRID CAPITAL LLC (DME)","1389356157000","N"
"EIF CHANNELVIEW COGENERATION LLC (RE)","CVC_CVC_G1","Generation","Not Applicable","EIF CHANNELVIEW COGENERATION LLC (DME)","8269657537000","N"
"EIF CHANNELVIEW COGENERATION LLC (RE)","CVC_CVC_G2","Generation","Not Applicable","EIF CHANNELVIEW COGENERATION LLC (DME)","8269657537000","N"
"EIF CHANNELVIEW COGENERATION LLC (RE)","CVC_CVC_G3","Generation","Not Applicable","EIF CHANNELVIEW COGENERATION LLC (DME)","8269657537000","N"
"EIF CHANNELVIEW COGENERATION LLC (RE)","CVC_CVC_G5","Generation","Not Applicable","EIF CHANNELVIEW COGENERATION LLC (DME)","8269657537000","N"
"EIF CHANNELVIEW COGENERATION LLC (RE)","LHM_CVC_G4","Generation","Not Applicable","EIF CHANNELVIEW COGENERATION LLC (DME)","8269657537000","N"
"EL ALGODON ALTO WIND FARM LLC (RE)","ALGODON_UNIT1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"EL ALGODON ALTO WIND FARM LLC (RE)","ALGODON_UNIT2","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"EL CAMPO WIND LLC (RE)","VERAWIND_UNIT1","Generation","Not Applicable","EL CAMPO WIND LLC (DME)","1171532697000","N"
"EL CAMPO WIND LLC (RE)","VERAWIND_UNIT2","Generation","Not Applicable","EL CAMPO WIND LLC (DME)","1171532697000","N"
"EL CAMPO WIND LLC (RE)","VERAWIND_UNIT3","Generation","Not Applicable","EL CAMPO WIND LLC (DME)","1171532697000","N"
"EL CAMPO WIND LLC (RE)","VERAWIND_UNIT4","Generation","Not Applicable","EL CAMPO WIND LLC (DME)","1171532697000","N"
"EL CAMPO WIND LLC (RE)","VERAWIND_UNIT5","Generation","Not Applicable","EL CAMPO WIND LLC (DME)","1171532697000","N"
"EL SAUZ RANCH WIND LLC (RE)","ELSAUZ_UNIT1","Generation","Not Applicable","EL SAUZ RANCH WIND LLC (DME)","1186296237000","N"
"EL SAUZ RANCH WIND LLC (RE)","ELSAUZ_UNIT2","Generation","Not Applicable","EL SAUZ RANCH WIND LLC (DME)","1186296237000","N"
"ELARA ENERGY PROJECT LLC (RE)","ELARA_SL_UNIT1","Generation","Not Applicable","7X DEV LLC (DME)","0810282417000","N"
"ELAWAN DILEO SOLAR LLC (RE)","DILEOSLR_UNIT1","Generation","Not Applicable","ELAWAN DILEO SOLAR LLC (DME)","1044546727000","N"
"ELAWAN PITTS DUDIK SOLAR II LLC (RE)","PITTSDK2_UNIT1","Generation","Not Applicable","ELAWAN PITTS DUDIK SOLAR II LLC (DME)","1191934887000","N"
"ELAWAN PITTS DUDIK SOLAR LLC (RE)","PITTSDDK_UNIT1","Generation","Not Applicable","ELAWAN DILEO SOLAR LLC (DME)","1044546727000","N"
"ELBOW CREEK WIND PROJECT LLC (RE)","ELB_ELBCREEK","Generation","Not Applicable","ELBOW CREEK WIND PROJECT LLC (DME)","8274295107000","N"
"ELECTRA WIND LLC (RE)","DIGBY_UNIT1","Generation","Not Applicable","ELECTRA WIND LLC (DME)","0799783957000","N"
"ELECTRA WIND LLC (RE)","DIGBY_UNIT2","Generation","Not Applicable","ELECTRA WIND LLC (DME)","0799783957000","N"
"ELLIS SOLAR LLC (RE)","ELLISSLR_UNIT1","Generation","Not Applicable","HANWHA TOTAL SOLAR II LLC (DME)","1181946247000","N"
"ELM BRANCH SOLAR 1 LLC (RE)","STRATEGC_UNIT1","Generation","Not Applicable","ELM BRANCH SOLAR 1 LLC (DME)","1175069957000","N"
"ELM ST INFRA LLC (RE)","ELM_ST_ESR1","Storage","Not Applicable","ELM ST INFRA LLC (DME)","1193298667000","N"
"EMERALD GROVE SOLAR LLC (RE)","EGROVESL_UNIT1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"ENBRIDGE SOLAR (ORANGE GROVE) LLC (RE)","OGS_SLR_UNIT1","Generation","Not Applicable","ENBRIDGE SOLAR (ORANGE GROVE) LLC (DME)","1175642687000","N"
"ENBRIDGE SOLAR SEQUOIA I LLC (RE)","DORA_SLR_SOLAR1","Generation","Not Applicable","ENBRIDGE SOLAR SEQUOIA I LLC (DME)","1193942567000","N"
"ENBRIDGE SOLAR SEQUOIA I LLC (RE)","DORA_SLR_SOLAR2","Generation","Not Applicable","ENBRIDGE SOLAR SEQUOIA I LLC (DME)","1193942567000","N"
"ENEL GREEN POWER ESTONIAN SOLAR PROJECT LLC (RE)","ESTONIAN_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ENEL GREEN POWER ESTONIAN SOLAR PROJECT LLC (RE)","ESTONIAN_SOLAR1","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ENEL GREEN POWER ESTONIAN SOLAR PROJECT LLC (RE)","ESTONIAN_SOLAR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ENEL GREEN POWER ROADRUNNER SOLAR PROJECT II LLC (RE)","QUEEN_SL_SOLAR3","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ENEL GREEN POWER ROADRUNNER SOLAR PROJECT II LLC (RE)","QUEEN_SL_SOLAR4","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ENEL GREEN POWER ROSELAND SOLAR LLC (RE)","ROSELAND_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"ENEL GREEN POWER ROSELAND SOLAR LLC (RE)","ROSELAND_SOLAR1","Generation","Not Applicable","ENEL GREEN POWER ROSELAND SOLAR LLC (DME)","1183409337000","N"
"ENEL GREEN POWER ROSELAND SOLAR LLC (RE)","ROSELAND_SOLAR2","Generation","Not Applicable","ENEL GREEN POWER ROSELAND SOLAR LLC (DME)","1183409337000","N"
"ENEL GREEN POWER ROSELAND SOLAR LLC (RE)","ROSELAND_SOLAR3","Generation","Not Applicable","ENEL GREEN POWER ROSELAND SOLAR LLC (DME)","1183409337000","N"
"ENGIE LONG DRAW SOLAR LLC (RE)","LGDRAW_S_UNIT1_1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"ENGIE LONG DRAW SOLAR LLC (RE)","LGDRAW_S_UNIT1_2","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC (DME)","9689097397000","N"
"ENNIS POWER COMPANY LLC (RE)","ETCCS_CT1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"ENNIS POWER COMPANY LLC (RE)","ETCCS_UNIT1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"ENTERGY TEXAS INC (BLT RE)","BL_CS1_BLT","Generation","Not Applicable","","","N"
"ENTERGY TEXAS INC (BLT RE)","BL_CSSWC_BLT","Generation","Not Applicable","","","N"
"EQUISTAR CHEMICAL LP (RE)","OXY_CC_OXY_CCG1","Generation","Not Applicable","EQUISTAR CHEMICAL LP (DME)","9695572637000","N"
"ERCOTTEST PRODVER JOU PSHIP (RE) 040223","PRODVER_LD1","Storage","PRODVER_LD1_J01","ERCOTTEST DME","1112223337000","N"
"ERCOTTEST PRODVER PSHIP (RE) 072725","UPGRADE_GT2","Generation","Not Applicable","ERCOTTEST DME","1112223337000","N"
"ERCOTTEST SIEBEL UPGRADE 09292013 RE1 NAME CHANGE (RE)","PRODVER_LD1","Storage","PRODVER_LD1_J02","","","N"
"ESTX PLD ARLINGTON1 LLC (RE)","LIGSW_ESR1","Storage","Not Applicable","ESTX PLD ARLINGTON1 LLC (DME)","1191195987000","N"
"ESTX PLD GRANDPRAIRIE1 LLC (RE)","CNTRY_ESR1","Storage","Not Applicable","ESTX PLD GRANDPRAIRIE1 LLC (DME)","1191071667000","N"
"ESTX PLD HOUSTON1 LLC (RE)","CR_ESR1","Storage","Not Applicable","ESTX PLD HOUSTON1 LLC (DME)","1191058147000","N"
"ESTX PLD HOUSTON2 LLC (RE)","SAH_ESR1","Storage","Not Applicable","ESTX PLD HOUSTON2 LLC (DME)","1195366307000","N"
"ESTX PLD HOUSTON2 LLC (RE)","SAH_ESR2","Storage","Not Applicable","ESTX PLD HOUSTON2 LLC (DME)","1195366307000","N"
"ESTX PLD HOUSTON5 LLC (RE)","LK_ESR1","Storage","Not Applicable","ESTX PLD HOUSTON5 LLC (DME)","1195668377000","N"
"ESTX PLD HOUSTON7 LLC (RE)","GZ_ESR2","Storage","Not Applicable","ESTX PLD HOUSTON7 LLC (DME)","1195372557000","N"
"ESTX PLD HOUSTON8 LLC (RE)","BY_ESR1","Storage","Not Applicable","ESTX PLD HOUSTON8 LLC (DME)","1195077407000","N"
"EXCEL ADVANTAGE SERVICES LLC DBA MISAE SOLAR PARK II (RE)","FAGUSSLR_UNIT2","Generation","Not Applicable","EXCEL ADVANTAGE SERVICES LLC DBA MISAE SOLAR PARK II (DME)","0305141137000","N"
"EXCEL ADVANTAGE SERVICES LLC DBA MISAE SOLAR PARK II (RE)","FAGUSSLR_UNIT3","Generation","Not Applicable","EXCEL ADVANTAGE SERVICES LLC DBA MISAE SOLAR PARK II (DME)","0305141137000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G1","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G10","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G11","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G12","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G13","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G14","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
