SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
06/25/2026 00:40:18,N,SHAW_SLR_RN,       27.11
06/25/2026 00:40:18,N,SHEEPCRK_1,       27.65
06/25/2026 00:40:18,N,SIG_SLR_RN,       27.51
06/25/2026 00:40:18,N,SILASRAY_CC1,       24.72
06/25/2026 00:40:18,N,SIL_SILAS_10,       24.72
06/25/2026 00:40:18,N,SIL_SILAS_6,       24.72
06/25/2026 00:40:18,N,SIL_SILAS_9,       24.72
06/25/2026 00:40:18,N,SIRIUS_UNIT1,       31.46
06/25/2026 00:40:18,N,SJS_SJS_G1,       27.15
06/25/2026 00:40:18,N,SJS_SJS_G2,       27.15
06/25/2026 00:40:18,N,SKY1,       26.99
06/25/2026 00:40:18,N,SLCN_ESS_ALL,       27.15
06/25/2026 00:40:18,N,SLK_BESS_RN,       32.38
06/25/2026 00:40:18,N,SLTFRK_UN1_2,       27.85
06/25/2026 00:40:18,N,SMTH_ESS_RN,       27.50
06/25/2026 00:40:18,N,SNY_BESS_RN,       28.16
06/25/2026 00:40:18,N,SOLARA_UNIT1,       27.73
06/25/2026 00:40:18,N,SPARTA_ALL,       26.55
06/25/2026 00:40:18,N,SPLAIN1_RN,       27.89
06/25/2026 00:40:18,N,SPLAIN2_RN,       27.89
06/25/2026 00:40:18,N,SPNC_SPNCE_4,       27.54
06/25/2026 00:40:18,N,SPNC_SPNCE_5,       27.54
06/25/2026 00:40:18,N,SPTX12B_RN,       32.84
06/25/2026 00:40:18,N,SP_RN,       27.15
06/25/2026 00:40:18,N,SROSA_ESR_RN,       24.80
06/25/2026 00:40:18,N,SRWE1_UNIT1,       28.32
06/25/2026 00:40:18,N,SSPURT_WIND1,       27.88
06/25/2026 00:40:18,N,STADIUM_RN,       25.49
06/25/2026 00:40:18,N,STAGHORN_RN,       30.47
06/25/2026 00:40:18,N,STAM_SLR_ALL,       27.51
06/25/2026 00:40:18,N,STAR_SLR_RN,       23.42
06/25/2026 00:40:18,N,STEAM_ENG123,       27.51
06/25/2026 00:40:18,N,STEA_STEAM_1,       27.51
06/25/2026 00:40:18,N,STEA_STEAM_2,       27.51
06/25/2026 00:40:18,N,STEA_STEAM_3,       27.51
06/25/2026 00:40:18,N,STELLA_RN,       25.26
06/25/2026 00:40:18,N,STLHS_SL_RN,       27.28
06/25/2026 00:40:18,N,STP_STP_G1,       27.00
06/25/2026 00:40:18,N,STP_STP_G2,       27.00
06/25/2026 00:40:18,N,STRATEGC_RN,       27.46
06/25/2026 00:40:18,N,STRG_SLR_ALL,       27.20
06/25/2026 00:40:18,N,STWF_T1,       27.89
06/25/2026 00:40:18,N,SUNVASLR_ALL,       27.47
06/25/2026 00:40:18,N,SWEC_G1,       29.07
06/25/2026 00:40:18,N,SWEETWN2_2_4,       27.95
06/25/2026 00:40:18,N,SWEETWN3_3,       27.95
06/25/2026 00:40:18,N,SWEETWND_1,       27.95
06/25/2026 00:40:18,N,SWFT_SLR_RN,       30.08
06/25/2026 00:40:18,N,SWOOSE1_U1,       30.48
06/25/2026 00:40:18,N,SWOOSEII_RN,       30.48
06/25/2026 00:40:18,N,SWTWN4_WND45,       27.95
06/25/2026 00:40:18,N,SWT_BESS_RN,       28.00
06/25/2026 00:40:18,N,SYBR_SLR_RN,       27.25
06/25/2026 00:40:18,N,S_HILLS_RN,       27.67
06/25/2026 00:40:18,N,TAHOKA_ALL,       28.24
06/25/2026 00:40:18,N,TANZ_ESS_RN,       27.45
06/25/2026 00:40:18,N,TAV_RN,       27.11
06/25/2026 00:40:18,N,TAYGETE2_ALL,       31.16
06/25/2026 00:40:18,N,TAYGETE_ALL,       31.16
06/25/2026 00:40:18,N,TBWF_ES_BES1,       32.90
06/25/2026 00:40:18,N,TC_GTG2_RN,       27.14
06/25/2026 00:40:18,N,TC_PUN1,       27.14
06/25/2026 00:40:18,N,TC_PUN2,       27.14
06/25/2026 00:40:18,N,TC_TCHP1,       27.14
06/25/2026 00:40:18,N,TDWLPR_1_RN,       27.30
06/25/2026 00:40:18,N,TEN_CC1,       27.50
06/25/2026 00:40:18,N,TEN_CT1_STG,       27.50
06/25/2026 00:40:18,N,TGCCS_ALL,       27.46
06/25/2026 00:40:18,N,TGCCS_CC1,       27.46
06/25/2026 00:40:18,N,TGS_GT01,       27.05
06/25/2026 00:40:18,N,TGW_T1_T2,       25.26
06/25/2026 00:40:18,N,THREEW_S_RN,       27.44
06/25/2026 00:40:18,N,THW_1_CCU,       27.16
06/25/2026 00:40:18,N,THW_2_CCU,       27.16
06/25/2026 00:40:18,N,THW_CC1,       27.16
06/25/2026 00:40:18,N,THW_CC2,       27.16
06/25/2026 00:40:18,N,THW_THWGT5X,       27.17
06/25/2026 00:40:18,N,THW_THWGT_1,       27.17
06/25/2026 00:40:18,N,TIMPP_RN1,       27.10
06/25/2026 00:40:18,N,TIMPP_RN2,       27.10
06/25/2026 00:40:18,N,TIMPP_RN3,       27.10
06/25/2026 00:40:18,N,TIMPP_RN4,       27.10
06/25/2026 00:40:18,N,TI_SOLAR_ALL,       30.60
06/25/2026 00:40:18,N,TKWSW_CHAMP,       28.02
06/25/2026 00:40:18,N,TKWSW_ROSCOE,       28.02
06/25/2026 00:40:18,N,TMPP_RN3,       27.10
06/25/2026 00:40:18,N,TMPP_RN4,       27.10
06/25/2026 00:40:18,N,TNFS_RN,       31.96
06/25/2026 00:40:18,N,TNG_RN,       27.08
06/25/2026 00:40:18,N,TNP_TNP_O_1,       27.30
06/25/2026 00:40:18,N,TNP_TNP_O_2,       27.30
06/25/2026 00:40:18,N,TNSKA_CC1,       27.52
06/25/2026 00:40:18,N,TNSKA_CCU,       27.52
06/25/2026 00:40:18,N,TNS_SLR_ALL,       27.34
06/25/2026 00:40:18,N,TOPAZ_ALL,       27.13
06/25/2026 00:40:18,N,TORR_ALL,       22.79
06/25/2026 00:40:18,N,TORT_ESS_RN,       27.12
06/25/2026 00:40:18,N,TOYAH_RN,       31.31
06/25/2026 00:40:18,N,TRBT_SLR_RN,       31.98
06/25/2026 00:40:18,N,TREB_SOLAR1,       26.66
06/25/2026 00:40:18,N,TRENT_TRENT,       27.89
06/25/2026 00:40:18,N,TRINITY_ALL,       27.69
06/25/2026 00:40:18,N,TRIPBUT1_RN,       31.67
06/25/2026 00:40:18,N,TROJ_SLR_RN,       27.57
06/25/2026 00:40:18,N,TRSES_UNIT6,       27.45
06/25/2026 00:40:18,N,TRUENO_ALL,       24.80
06/25/2026 00:40:18,N,TRUSGILL_RN,       27.80
06/25/2026 00:40:18,N,TSECA_ES_RN,       27.06
06/25/2026 00:40:18,N,TTRSW_RN,       27.51
06/25/2026 00:40:18,N,TTWEC_G1,       27.19
06/25/2026 00:40:18,N,TUL_SLR_ALL,       26.74
06/25/2026 00:40:18,N,TURQ_BESS1,       27.51
06/25/2026 00:40:18,N,TV_RN,       27.14
06/25/2026 00:40:18,N,TXCTY_CC1,       27.13
06/25/2026 00:40:18,N,TXCTY_CTA,       27.13
06/25/2026 00:40:18,N,TXCTY_CTB,       27.13
06/25/2026 00:40:18,N,TXCTY_CTC,       27.13
06/25/2026 00:40:18,N,TXCTY_ST,       27.13
06/25/2026 00:40:18,N,TYLRWIND_RN,       27.56
06/25/2026 00:40:18,N,TYNAN_RN,       26.47
06/25/2026 00:40:18,N,TYSN_SLR_RN,       27.52
06/25/2026 00:40:18,N,T_CK_GT2_RN,       28.06
06/25/2026 00:40:18,N,T_CK_GT3_RN,       28.06
06/25/2026 00:40:18,N,UCC_COG_PUN2,       27.13
06/25/2026 00:40:18,N,UCC_UCC_C_2,       27.13
06/25/2026 00:40:18,N,ULYS_SLR_RN,       27.02
06/25/2026 00:40:18,N,UTOPIA_RN,       27.92
06/25/2026 00:40:18,N,V2_DGR1_RN,       27.08
06/25/2026 00:40:18,N,V2_DGR2_RN,       27.08
06/25/2026 00:40:18,N,V2_DGR3_RN,       27.08
06/25/2026 00:40:18,N,V4_DGR1_RN,       27.10
06/25/2026 00:40:18,N,VANCOURT_RN,       24.72
06/25/2026 00:40:18,N,VENADO_ALL,       22.89
06/25/2026 00:40:18,N,VERAWIND_ALL,       27.80
06/25/2026 00:40:18,N,VERTIGO_UN1,       27.74
06/25/2026 00:40:18,N,VERT_ESS_RN,       27.12
06/25/2026 00:40:18,N,VICTORIA_CC1,       26.63
06/25/2026 00:40:18,N,VICTPORT_RN,       26.63
06/25/2026 00:40:18,N,VIC_VICTORG5,       26.63
06/25/2026 00:40:18,N,VIC_VICTORG6,       26.63
06/25/2026 00:40:18,N,VISION_RN,       27.44
06/25/2026 00:40:18,N,VLSES_UNIT3,       27.52
06/25/2026 00:40:18,N,VORT_ALL_RN,       27.77
06/25/2026 00:40:18,N,WAKEWE_ALL,       27.89
06/25/2026 00:40:18,N,WAL_RN,       27.12
06/25/2026 00:40:18,N,WAP_WAPGT_1,       27.13
06/25/2026 00:40:18,N,WAP_WAP_G1,       27.13
06/25/2026 00:40:18,N,WAP_WAP_G2,       27.13
06/25/2026 00:40:18,N,WAP_WAP_G3,       27.13
06/25/2026 00:40:18,N,WAP_WAP_G4,       27.13
06/25/2026 00:40:18,N,WAP_WAP_G5,       27.13
06/25/2026 00:40:18,N,WAP_WAP_G6,       27.12
06/25/2026 00:40:18,N,WAP_WAP_G7,       27.12
06/25/2026 00:40:18,N,WAP_WAP_G8,       27.12
06/25/2026 00:40:18,N,WAYMARK_RN,       31.91
06/25/2026 00:40:18,N,WCPP_CC1,       27.61
06/25/2026 00:40:18,N,WCPP_CT1,       27.61
06/25/2026 00:40:18,N,WCPP_CT2,       27.61
06/25/2026 00:40:18,N,WCPP_ST1,       27.61
06/25/2026 00:40:18,N,WEBBER_WS_T1,       27.13
06/25/2026 00:40:18,N,WEC_WECG1,       27.84
06/25/2026 00:40:18,N,WES_ALL,       27.09
06/25/2026 00:40:18,N,WFCOGEN_13,       27.70
06/25/2026 00:40:18,N,WFCOGEN_24,       27.70
06/25/2026 00:40:18,N,WFCOGEN_CC1,       27.70
06/25/2026 00:40:18,N,WFTANK_ESS1,       22.42
06/25/2026 00:40:18,N,WGU_RN,       27.10
06/25/2026 00:40:18,N,WHCCS2_4,       27.52
06/25/2026 00:40:18,N,WHCCS2_5_6,       27.52
06/25/2026 00:40:18,N,WHCCS2_CC2,       27.52
06/25/2026 00:40:18,N,WHCCS_CC1,       27.52
06/25/2026 00:40:18,N,WHCCS_CT1_ST,       27.52
06/25/2026 00:40:18,N,WHCCS_CT2,       27.52
06/25/2026 00:40:18,N,WHITE_PT_UN1,       26.01
06/25/2026 00:40:18,N,WHMESA_U1,       26.91
06/25/2026 00:40:18,N,WHTTAIL_WR1,       27.57
06/25/2026 00:40:18,N,WH_WIND_ALL,       27.98
06/25/2026 00:40:18,N,WIG_BESS_RN,       27.51
06/25/2026 00:40:18,N,WILDWIND_ALL,       27.57
06/25/2026 00:40:18,N,WIPOPA_1_2,       27.10
06/25/2026 00:40:18,N,WIPOPA_3_4,       27.10
06/25/2026 00:40:18,N,WIR_WIRTZ_G1,       27.07
06/25/2026 00:40:18,N,WIR_WIRTZ_G2,       27.07
06/25/2026 00:40:18,N,WLTC_ESR_RN,       25.91
06/25/2026 00:40:18,N,WL_RANCH_RN,       26.88
06/25/2026 00:40:18,N,WNDTS2_UNIT1,       27.65
06/25/2026 00:40:18,N,WND_WHITNEY,       27.41
06/25/2026 00:40:18,N,WOODWRD1_RN,       32.42
06/25/2026 00:40:18,N,WOODWRD2_RN,       32.42
06/25/2026 00:40:18,N,WOV_BESS_RN,       29.93
06/25/2026 00:40:18,N,WRSBES_BESS1,       30.64
06/25/2026 00:40:18,N,WR_RN,       27.07
06/25/2026 00:40:18,N,WZRD_ESS_RN,       27.13
06/25/2026 00:40:18,N,W_HRL_ESR_RN,       24.78
06/25/2026 00:40:18,N,W_PECO_UNIT1,       30.54
06/25/2026 00:40:18,N,X1_DGR_RN,       27.10
06/25/2026 00:40:18,N,X443ESRN,       27.11
06/25/2026 00:40:18,N,YAPN_SLR_RN,       27.29
06/25/2026 00:40:18,N,YNG_WND_ALL,       27.73
06/25/2026 00:40:18,N,Z0_DGR1_RN,       27.07
06/25/2026 00:40:18,N,Z0_DGR2_RN,       27.07
06/25/2026 00:40:18,N,Z5_DGR1_RN,       27.08
06/25/2026 00:40:18,N,ZIER_SLR_ALL,       27.97
