Unit Code,Generator Station Code,Generator Station Description,Generator Type,Nameplate Capacity (MW)
7RNCHSLR_UNIT1,7RNCHSLR,7V SOLAR RANCH,Solar,140
7RNCHSLR_UNIT2,7RNCHSLR,7V SOLAR RANCH,Solar,96
7RNCHSLR_UNIT3,7RNCHSLR,7V SOLAR RANCH,Solar,6
A4_DGR1,A4,PEARSAL,Thermal,35
A4_DGR2,A4,PEARSAL,Thermal,35
ABINDUST_BESS1,ABINDUST,ABILENE INDUSTRIAL PARK,Battery,10
ADL_BESS1,ADL,ADLONG SOLAR,Battery,60
ADL_SOLAR1,ADL,ADLONG SOLAR,Solar,60
AE_BESS,AE,ANGLETON,Battery,10
AEEC_ANTLP_1,AEEC,ANTELOPE ELK ENERGY CENTER,Thermal,56
AEEC_ANTLP_2,AEEC,ANTELOPE ELK ENERGY CENTER,Thermal,56
AEEC_ANTLP_3,AEEC,ANTELOPE ELK ENERGY CENTER,Thermal,56
AEEC_ELK_1,AEEC,ANTELOPE ELK ENERGY CENTER,Thermal,202
AEEC_ELK_2,AEEC,ANTELOPE ELK ENERGY CENTER,Thermal,202
AEEC_ELK_3,AEEC,ANTELOPE ELK ENERGY CENTER,Thermal,202
AGUAYO_UNIT1,AGUAYO,AGUAYO WIND,Wind,194
AJAXWIND_UNIT1,AJAXWIND,AJAX WIND,Wind,226
AJAXWIND_UNIT2,AJAXWIND,AJAX WIND,Wind,141
ALGODON_UNIT1,ALGODON,EL ALGODON ALTO WIND FARM,Wind,172
ALGODON_UNIT2,ALGODON,EL ALGODON ALTO WIND FARM,Wind,29
ALP_BESS_BESS1,ALP_BESS,AL PASTOR BESS,Battery,103
ALVIN_UNIT1,ALVIN,ALVIN TNP,Battery,10
AMADEUS1_UNIT1,AMADEUS1,AMADEUS WIND 1,Wind,37
AMADEUS1_UNIT2,AMADEUS1,AMADEUS WIND 1,Wind,36
AMADEUS2_UNIT3,AMADEUS2,AMADEUS WIND 2,Wind,178
AMISTAD_AMISTAG1,AMISTAD,AMISTAD PLANT,Hydro,35
AMISTAD_AMISTAG2,AMISTAD,AMISTAD PLANT,Hydro,35
ANACACHO_ANA,ANACACHO,ANACACHO,Wind,100
ANCHOR_BESS1,ANCHOR,ANCHOR WIND AND BESS,Battery,35
ANCHOR_BESS2,ANCHOR,ANCHOR WIND AND BESS,Battery,36
ANCHOR_WIND1,ANCHOR,ANCHOR WIND AND BESS,Wind,16
ANCHOR_WIND2,ANCHOR,ANCHOR WIND AND BESS,Wind,99
ANCHOR_WIND3,ANCHOR,ANCHOR WIND AND BESS,Wind,90
ANCHOR_WIND4,ANCHOR,ANCHOR WIND AND BESS,Wind,39
ANCHOR_WIND5,ANCHOR,ANCHOR WIND AND BESS,Wind,19
ANDMDSLR_BESS1,ANDMDSLR,ANDROMEDA SOLAR,Battery,82
ANDMDSLR_BESS2,ANDMDSLR,ANDROMEDA SOLAR,Battery,78
ANDMDSLR_UNIT1,ANDMDSLR,ANDROMEDA SOLAR,Solar,159
ANDMDSLR_UNIT2,ANDMDSLR,ANDROMEDA SOLAR,Solar,162
ANEM_ESS_BESS1,ANEM_ESS,ANEMOI ENERGY STORAGE,Battery,201
ANG_SLR_BESS1,ANG_SLR,ANGELO SOLAR,Battery,103
ANG_SLR_UNIT1,ANG_SLR,ANGELO SOLAR,Solar,195
ANGLETON_UNIT1,ANGLETON,ANGLETON TNP,Battery,10
ANOL_ESS_BES1,ANOL_ESS,ANOLE BESS,Battery,247
ANSON1_UNIT1,ANSON1,ANSON SOLAR 1,Solar,101
ANSON1_UNIT2,ANSON1,ANSON SOLAR 1,Solar,101
ANTL_ESS_BES1,ANTL_ESS,ANTLIA BESS,Battery,72
APOGEE_UNIT1,APOGEE,APOGEE WIND,Wind,25
APOGEE_UNIT2,APOGEE,APOGEE WIND,Wind,14
APOGEE_UNIT3,APOGEE,APOGEE WIND,Wind,30
APOGEE_UNIT4,APOGEE,APOGEE WIND,Wind,115
APOGEE_UNIT5,APOGEE,APOGEE WIND,Wind,110
APOGEE_UNIT6,APOGEE,APOGEE WIND,Wind,24
APOGEE_UNIT7,APOGEE,APOGEE WIND,Wind,75
APPALOSA_UNIT1,APPALOSA,APPALOOSA RUN WIND,Wind,158
APPALOSA_UNIT2,APPALOSA,APPALOOSA RUN WIND,Wind,14
AQUILLA_U1_23,AQUILLA,AQUILLA LAKE WIND,Wind,14
AQUILLA_U1_28,AQUILLA,AQUILLA LAKE WIND,Wind,135
AQUILLA_U2_23,AQUILLA,AQUILLA LAKE WIND,Wind,7
AQUILLA_U2_28,AQUILLA,AQUILLA LAKE WIND,Wind,144
ARAGORN_UNIT1,ARAGORN,ARAGORN SOLAR,Solar,188
ARY_BESS_BESS1,ARY_BESS,ARROYO STORAGE,Battery,184
ASCK_SLR_SOLAR1,ASCK_SLR,ASH CREEK SOLAR,Solar,207
ASCK_SLR_SOLAR2,ASCK_SLR,ASH CREEK SOLAR,Solar,211
ATKINS_ATKINSG7,ATKINS,ATKINS,Thermal,21
AURO_SLR_UNIT1,AURO_SLR,AUREOLA SOLAR,Solar,202
AUSTPL_AUSTING1,AUSTPL,AUSTIN PLANT,Hydro,9
AUSTPL_AUSTING2,AUSTPL,AUSTIN PLANT,Hydro,9
AVIATOR_UNIT1,AVIATOR,AVIATOR WIND,Wind,180
AVIATOR_UNIT2,AVIATOR,AVIATOR WIND,Wind,146
AVIL_ESS_BES1,AVIL_ESS,AVILA BESS,Battery,164
AZ_AZ_G1,AZ,AIRPRO,Thermal,38
AZ_AZ_G2,AZ,AIRPRO,Thermal,38
AZ_AZ_G3,AZ,AIRPRO,Thermal,38
AZ_AZ_G4,AZ,AIRPRO,Thermal,38
AZSP_SLR_SOLAR1,AZSP_SLR,AZALEA SPRINGS SOLAR,Solar,181
AZURE_BESS1,AZURE,AZURE SKY SOLAR AND BESS,Battery,78
AZURE_SOLAR1,AZURE,AZURE SKY SOLAR AND BESS,Solar,75
AZURE_SOLAR2,AZURE,AZURE SKY SOLAR AND BESS,Solar,154
B_DAVIS_B_DAVIG1,B_DAVIS,BARNEY DAVIS,Thermal,353
B_DAVIS_B_DAVIG2,B_DAVIS,BARNEY DAVIS,Thermal,351
B_DAVIS_B_DAVIG3,B_DAVIS,BARNEY DAVIS,Thermal,190
B_DAVIS_B_DAVIG4,B_DAVIS,BARNEY DAVIS,Thermal,190
BAC_CTG1,BAC,PHR GT PEAKER PROJECT,Thermal,65
BAC_CTG2,BAC,PHR GT PEAKER PROJECT,Thermal,65
BAC_CTG3,BAC,PHR GT PEAKER PROJECT,Thermal,65
BAC_CTG4,BAC,PHR GT PEAKER PROJECT,Thermal,65
BAC_CTG5,BAC,PHR GT PEAKER PROJECT,Thermal,65
BAC_CTG6,BAC,PHR GT PEAKER PROJECT,Thermal,65
BAFFIN_UNIT1,BAFFIN,BAFFIN WIND PROJECT,Wind,100
BAFFIN_UNIT2,BAFFIN,BAFFIN WIND PROJECT,Wind,102
BAIRDWND_UNIT1,BAIRDWND,BAIRD NORTH WIND,Wind,195
BAIRDWND_UNIT2,BAIRDWND,BAIRD NORTH WIND,Wind,145
BAKE_SLR_UNIT1,BAKE_SLR,BAKER BRANCH SOLAR,Solar,235
BAKE_SLR_UNIT2,BAKE_SLR,BAKER BRANCH SOLAR,Solar,235
BARROW_UNIT1,BARROW,BARROW RANCH,Wind,90
BARROW_UNIT2,BARROW,BARROW RANCH,Wind,71
BASTEN_GTG1100,BASTEN,BASTROP ENERGY CENTER,Thermal,188
BASTEN_GTG2100,BASTEN,BASTROP ENERGY CENTER,Thermal,188
BASTEN_ST0100,BASTEN,BASTROP ENERGY CENTER,Thermal,242
BATCAVE_BES1,BATCAVE,BAT CAVE ENERGY STORAGE,Battery,101
BAY_CITY_BESS,BAY_CITY,BAY CITY,Battery,10
BBREEZE_UNIT1,BBREEZE,BRUENNINGS BREEZE,Wind,120
BBREEZE_UNIT2,BBREEZE,BRUENNINGS BREEZE,Wind,108
BCATWIND_WIND_1,BCATWIND,BOBCAT BLUFF,Wind,162
BCH_UNIT1,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT2,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT3,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT4,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT5,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT6,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT7,BCH,BEACHWOOD POWER STATION,Thermal,61
BCH_UNIT8,BCH,BEACHWOOD POWER STATION,Thermal,61
BCK_UNIT1,BCK,BUFFALO CREEK,Solar,218
BCK_UNIT2,BCK,BUFFALO CREEK,Solar,221
BCNV_ESS_BESS1,BCNV_ESS,BOCANOVA ENERGY STORAGE,Battery,150
BELD_BELU1,BELD,BELDING TNP,Battery,9
BELM_SLR_UNIT1,BELM_SLR,BIG ELM SOLAR,Solar,200
BEXAR_ES_BESS1,BEXAR_ES,BEXAR ESS,Battery,102
BIG_STAR_BESS,BIG_STAR,BIG STAR SOLAR,Battery,80
BIG_STAR_UNIT1,BIG_STAR,BIG STAR SOLAR,Solar,132
BIG_STAR_UNIT2,BIG_STAR,BIG STAR SOLAR,Solar,71
BIGSAMWD_UNIT1,BIGSAMWD,BIG SAMPSON WIND,Wind,133
BIGSAMWD_UNIT2,BIGSAMWD,BIG SAMPSON WIND,Wind,133
BKSL_ESS_BESS1,BKSL_ESS,BURKSOL BESS,Battery,103
BLACKJAK_UNIT1,BLACKJAK,BLACKJACK CREEK WIND FARM,Wind,120
BLACKJAK_UNIT2,BLACKJAK,BLACKJACK CREEK WIND FARM,Wind,120
BLACKSPR_UNIT1,BLACKSPR,BLACK SPRINGS BESS,Battery,121
BLSUMIT3_UNIT_17,BLSUMIT3,BLUE SUMMIT 3,Wind,14
BLSUMIT3_UNIT_25,BLSUMIT3,BLUE SUMMIT 3,Wind,187
BLSUMMIT_BATTERY,BLSUMMIT,BLUE SUMMIT,Battery,30
BLSUMMIT_BLSMT1_5,BLSUMMIT,BLUE SUMMIT,Wind,133
BLSUMMIT_BLSMT1_6,BLSUMMIT,BLUE SUMMIT,Wind,7
BLSUMMIT_UNIT2_17,BLSUMMIT,BLUE SUMMIT,Wind,7
BLSUMMIT_UNIT2_25,BLSUMMIT,BLUE SUMMIT,Wind,93
BLUEJAY_BESS1,BLUEJAY,BLUE JAY SOLAR AND BESS,Battery,52
BLUEJAY_UNIT1,BLUEJAY,BLUE JAY SOLAR AND BESS,Solar,69
BLUEJAY_UNIT2,BLUEJAY,BLUE JAY SOLAR AND BESS,Solar,141
BLVN_SLR_BESS1,BLVN_SLR,BLEVINS SOLAR AND STORAGE,Battery,188
BLVN_SLR_SOLAR2,BLVN_SLR,BLEVINS SOLAR AND STORAGE,Solar,132
BLVN_SLR_SOLAR3,BLVN_SLR,BLEVINS SOLAR AND STORAGE,Solar,140
BOARDCRK_UNIT1,BOARDCRK,BOARD CREEK WIND,Wind,109
BOARDCRK_UNIT2,BOARDCRK,BOARD CREEK WIND,Wind,190
BOCO_ESS_ESS1,BOCO_ESS,BORDEN COUNTY BATTERY ENERGY STORAGE,Battery,154
BOOTLEG_UNIT1,BOOTLEG,EAST PECOS SOLAR,Solar,126
BORDAS_JAVEL18,BORDAS,JAVELINA WIND ENERGY PROJECT,Wind,20
BORDAS_JAVEL20,BORDAS,JAVELINA WIND ENERGY PROJECT,Wind,230
BORDAS2_JAVEL2_A,BORDAS2,JAVELINA WIND ENERGY PROJECT 2,Wind,96
BORDAS2_JAVEL2_B,BORDAS2,JAVELINA WIND ENERGY PROJECT 2,Wind,74
BORDAS2_JAVEL2_C,BORDAS2,JAVELINA WIND ENERGY PROJECT 2,Wind,30
BR_ARROW_BESS1,BR_ARROW,BRIGHT ARROW SOLAR,Battery,49
BR_ARROW_BESS2,BR_ARROW,BRIGHT ARROW SOLAR,Battery,53
BR_ARROW_UNIT1,BR_ARROW,BRIGHT ARROW SOLAR,Solar,127
BR_ARROW_UNIT2,BR_ARROW,BRIGHT ARROW SOLAR,Solar,174
BRAUNIG_AVR1_CT1,BRAUNIG,BRAUNIG,Thermal,189
BRAUNIG_AVR1_CT2,BRAUNIG,BRAUNIG,Thermal,189
BRAUNIG_AVR1_ST,BRAUNIG,BRAUNIG,Thermal,222
BRAUNIG_VHB1,BRAUNIG,BRAUNIG,Thermal,225
BRAUNIG_VHB2,BRAUNIG,BRAUNIG,Thermal,240
BRAUNIG_VHB3,BRAUNIG,BRAUNIG,Thermal,420
BRAUNIG_VHB6CT5,BRAUNIG,BRAUNIG,Thermal,65
BRAUNIG_VHB6CT6,BRAUNIG,BRAUNIG,Thermal,65
BRAUNIG_VHB6CT7,BRAUNIG,BRAUNIG,Thermal,65
BRAUNIG_VHB6CT8,BRAUNIG,BRAUNIG,Thermal,65
BRAZ_WND_WND1,BRAZ_WND,GREEN MOUNTAIN ENERGY WIND FARM AT BRAZOS,Wind,120
BRAZ_WND_WND2,BRAZ_WND,GREEN MOUNTAIN ENERGY WIND FARM AT BRAZOS,Wind,62
BRAZORIA_UNIT1,BRAZORIA,BRAZORIA TNP,Battery,10
BRIGHTSD_UNIT1,BRIGHTSD,BRIGHTSIDE SOLAR,Solar,53
BRTSW_BCW1,BRTSW,BARTON CHAPEL WIND FARM,Wind,120
BTM_UNIT1,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT2,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT3,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT4,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT5,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT6,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT7,BTM,BROTMAN POWER STATION,Thermal,61
BTM_UNIT8,BTM,BROTMAN POWER STATION,Thermal,61
BUCHAN_BUCHANG1,BUCHAN,BUCHANAN,Hydro,18
BUCHAN_BUCHANG2,BUCHAN,BUCHANAN,Hydro,18
BUCHAN_BUCHANG3,BUCHAN,BUCHANAN,Hydro,18
BUCKTHRN_UNIT1,BUCKTHRN,BUCKTHORN WIND,Wind,45
BUCKTHRN_UNIT2,BUCKTHRN,BUCKTHORN WIND,Wind,56
BUDA_BES1,BUDA,BUDA,Battery,10
BUFF_GAP_UNIT1,BUFF_GAP,BUFFALO GAP WIND FARM,Wind,121
BUFF_GAP_UNIT2_1,BUFF_GAP,BUFFALO GAP WIND FARM,Wind,116
BUFF_GAP_UNIT2_2,BUFF_GAP,BUFFALO GAP WIND FARM,Wind,117
BUFF_GAP_UNIT3,BUFF_GAP,BUFFALO GAP WIND FARM,Wind,170
BULLCRK_WND1,BULLCRK,BULL CREEK WIND,Wind,89
BULLCRK_WND2,BULLCRK,BULL CREEK WIND,Wind,91
BUZI_SLR_UNIT1,BUZI_SLR,BUZIOS SOLAR,Solar,6
BUZI_SLR_UNIT2,BUZI_SLR,BUZIOS SOLAR,Solar,120
BUZI_SLR_UNIT3,BUZI_SLR,BUZIOS SOLAR,Solar,107
BUZI_SLR_UNIT4,BUZI_SLR,BUZIOS SOLAR,Solar,19
BVE_UNIT1,BVE,BRAZOS VALLEY ENERGY,Thermal,199
BVE_UNIT2,BVE,BRAZOS VALLEY ENERGY,Thermal,199
BVE_UNIT3,BVE,BRAZOS VALLEY ENERGY,Thermal,275
BYRDR_ES_BESS1,BYRDR_ES,BYRD RANCH ENERGY STORAGE PLANT,Battery,51
CABEZON_WIND1,CABEZON,CABEZON,Wind,115
CABEZON_WIND2,CABEZON,CABEZON,Wind,122
CACH_ESS_BESS1,CACH_ESS,CACHI BESS,Battery,205
CALAVERS_JKS1,CALAVERS,CALAVERAS,Thermal,555
CALAVERS_JKS2,CALAVERS,CALAVERAS,Thermal,922
CALAVERS_OWS1,CALAVERS,CALAVERAS,Thermal,445
CALAVERS_OWS2,CALAVERS,CALAVERAS,Thermal,435
CALHOUN_UNIT1,CALHOUN,CALHOUN SUBSTATION,Thermal,61
CALHOUN_UNIT2,CALHOUN,CALHOUN SUBSTATION,Thermal,61
CALLAHAN_WND1,CALLAHAN,CALLAHAN WINDFARM FPL,Wind,123
CAMWIND_BESS1,CAMWIND,CAMERON WINDFARM,Battery,17
CAMWIND_UNIT1,CAMWIND,CAMERON WINDFARM,Wind,165
CANYONWD_UNIT1,CANYONWD,CANYON WIND,Wind,147
CANYONWD_UNIT2,CANYONWD,CANYON WIND,Wind,3
CANYONWD_UNIT3,CANYONWD,CANYON WIND,Wind,59
CANYONWD_UNIT4,CANYONWD,CANYON WIND,Wind,20
CANYONWD_UNIT5,CANYONWD,CANYON WIND,Wind,68
CANYONWD_UNIT6,CANYONWD,CANYON WIND,Wind,13
CAPRIDG4_BB_PV,CAPRIDG4,CAPRICORN RIDGE 4,Solar,30
CAPRIDG4_BB2_PV1,CAPRIDG4,CAPRICORN RIDGE 4,Solar,100
CAPRIDG4_BB2_PV2,CAPRIDG4,CAPRICORN RIDGE 4,Solar,15
CAPRIDG4_CR4,CAPRIDG4,CAPRICORN RIDGE 4,Wind,122
CAPRIDGE_CR1,CAPRIDGE,CAPRICORN RIDGE,Wind,232
CAPRIDGE_CR2,CAPRIDGE,CAPRICORN RIDGE,Wind,150
CAPRIDGE_CR3,CAPRIDGE,CAPRICORN RIDGE,Wind,201
CARN_ESS_BES1,CARN_ESS,CARINA BESS,Battery,154
CARRIZO_BESS1,CARRIZO,CARRIZO  SPRINGS,Battery,10
CARTWHL_BESS1,CARTWHL,CARTWHEEL BESS,Battery,154
CASL_GAP_BATTERY1,CASL_GAP,CASTLE GAP,Battery,10
CASL_GAP_UNIT1,CASL_GAP,CASTLE GAP,Solar,180
CATARINA_BESS,CATARINA,CATARINA,Battery,10
CBEC_GT1,CBEC,COLORADO BEND ENERGY CENTER,Thermal,87
CBEC_GT11,CBEC,COLORADO BEND ENERGY CENTER,Thermal,42
CBEC_GT12,CBEC,COLORADO BEND ENERGY CENTER,Thermal,42
CBEC_GT2,CBEC,COLORADO BEND ENERGY CENTER,Thermal,87
CBEC_GT3,CBEC,COLORADO BEND ENERGY CENTER,Thermal,87
CBEC_GT4,CBEC,COLORADO BEND ENERGY CENTER,Thermal,87
CBEC_STG1,CBEC,COLORADO BEND ENERGY CENTER,Thermal,105
CBEC_STG2,CBEC,COLORADO BEND ENERGY CENTER,Thermal,109
CBECII_CT7,CBECII,COLORADO BEND II,Thermal,361
CBECII_CT8,CBECII,COLORADO BEND II,Thermal,361
CBECII_STG9,CBECII,COLORADO BEND II,Thermal,509
CBY_CBY_G1,CBY,CEDAR BAYOU PLANT,Thermal,765
CBY_CBY_G2,CBY,CEDAR BAYOU PLANT,Thermal,765
CBY4_CT41,CBY4,CEDAR BAYOU 4,Thermal,205
CBY4_CT42,CBY4,CEDAR BAYOU 4,Thermal,205
CBY4_ST04,CBY4,CEDAR BAYOU 4,Thermal,205
CEDROHIL_CHW1,CEDROHIL,CEDRO HILL WIND FARM,Wind,79
CEDROHIL_CHW2,CEDROHIL,CEDRO HILL WIND FARM,Wind,78
CEDRVALE_BESS,CEDRVALE,CEDARVALE SUB TNP,Battery,10
CFLATS_U1,CFLATS,CFLATS SUBSTATION,Wind,148
CHALUPA_UNIT1,CHALUPA,CHALUPA WIND,Wind,173
CHALUPA_UNIT2,CHALUPA,CHALUPA WIND,Wind,25
CHAMON_CTG_0101,CHAMON,CHAMON POWER,Thermal,61
CHAMON_CTG_0301,CHAMON,CHAMON POWER,Thermal,61
CHAMPION_UNIT1,CHAMPION,CHAMPION WIND FARM,Wind,98
CHAMPION_UNIT2,CHAMPION,CHAMPION WIND FARM,Wind,18
CHAMPION_UNIT3,CHAMPION,CHAMPION WIND FARM,Wind,9
CHERRYCR_BESS,CHERRYCR,CHERRY CREEK,Battery,10
CHIL_SLR_BESS1,CHIL_SLR,CHILLINGHAM SOLAR,Battery,154
CHIL_SLR_SOLAR1,CHIL_SLR,CHILLINGHAM SOLAR,Solar,174
CHIL_SLR_SOLAR2,CHIL_SLR,CHILLINGHAM SOLAR,Solar,178
CHISMGRD_BES1,CHISMGRD,CHISHOLM GRID,Battery,102
CISC_BESS,CISC,CISCO,Battery,10
CITRUSCY_BESS1,CITRUSCY,CITRUS CITY,Battery,10
CITYVICT_CTG01,CITYVICT,TRES CITY,Thermal,61
CITYVICT_CTG02,CITYVICT,TRES CITY,Thermal,61
CLO_BESS1,CLO,CALLISTO I ENERGY CENTER,Battery,102
CLO_BESS2,CLO,CALLISTO I ENERGY CENTER,Battery,102
CMPD_SLR_SOLAR1,CMPD_SLR,COMPADRE SOLAR,Solar,195
CMPD_SLR_SOLAR2,CMPD_SLR,COMPADRE SOLAR,Solar,211
CNLY_ESS_BESS_1,CNLY_ESS,CONNOLLY ENERGY STORAGE,Battery,125
CNTRY_BESS1,CNTRY,CENTURY,Battery,10
CNTYRDS_BES1,CNTYRDS,COUNTY RD SUB TNP,Battery,10
COLETO_COLETOG1,COLETO,COLETO CREEK,Thermal,650
CONIGLIO_UNIT1,CONIGLIO,CONIGLIO SOLAR,Solar,126
CONTINEN_BESS1,CONTINEN,CONTINENTAL,Battery,10
CORALSLR_BESS1,CORALSLR,CORAL SOLAR AND STORAGE,Battery,48
CORALSLR_BESS2,CORALSLR,CORAL SOLAR AND STORAGE,Battery,52
CORALSLR_SOLAR1,CORALSLR,CORAL SOLAR AND STORAGE,Solar,98
CORALSLR_SOLAR2,CORALSLR,CORAL SOLAR AND STORAGE,Solar,56
CORAZON_BESS1,CORAZON,CORAZON SOLAR AND STORAGE,Battery,205
CORAZON_UNIT1,CORAZON,CORAZON SOLAR AND STORAGE,Solar,203
COTTON_PAP2,COTTON,PAPALOTE CREEK II,Wind,200
COTULLA_BESS1,COTULLA,COTULLA,Battery,10
COYOTE_W_UNIT1,COYOTE_W,COYOTE WIND,Wind,90
COYOTE_W_UNIT2,COYOTE_W,COYOTE WIND,Wind,27
COYOTE_W_UNIT3,COYOTE_W,COYOTE WIND,Wind,126
COYOTSPR_AGR1,COYOTSPR,COYOTE SPRING TNP,Thermal,10
COYOTSPR_BESS,COYOTSPR,COYOTE SPRING TNP,Battery,10
CPSES_UNIT1,CPSES,COMANCHE PEAK SES,Nuclear,1269
CPSES_UNIT2,CPSES,COMANCHE PEAK SES,Nuclear,1269
CR_BESS1,CR,CROCKETT,Battery,10
CRANELL_UNIT1,CRANELL,CRANELL WIND,Wind,220
CRAWFISH_UNIT1,CRAWFISH,CRAWFISH WIND,Wind,163
CROSSETT_BES1,CROSSETT,CROSSETT POWER,Battery,102
CROSSETT_BES2,CROSSETT,CROSSETT POWER,Battery,102
CROSSTRL_BESS1,CROSSTRL,CROSS TRAILS STORAGE,Battery,58
CRWN_SLR_UNIT1,CRWN_SLR,CROWN SOLAR,Solar,101
CS_BESS,CS,CROSBY,Battery,10
CSEC_CSECG1,CSEC,CAMP SPRINGS ENERGY CENTER,Wind,134
CSEC_CSECG2,CSEC,CAMP SPRINGS ENERGY CENTER,Wind,124
CTW_BESS1,CTW,COTTONWOOD BAYOU SOLAR,Battery,153
CTW_SOLAR1,CTW,COTTONWOOD BAYOU SOLAR,Solar,176
CTW_SOLAR2,CTW,COTTONWOOD BAYOU SOLAR,Solar,176
CVC_CVC_G1,CVC,CHANNELVIEW COGEN,Thermal,192
CVC_CVC_G2,CVC,CHANNELVIEW COGEN,Thermal,192
CVC_CVC_G3,CVC,CHANNELVIEW COGEN,Thermal,192
CVC_CVC_G5,CVC,CHANNELVIEW COGEN,Thermal,150
DA_BESS,DA,DAMON,Battery,5
DA_BESS2,DA,DAMON,Battery,10
DAG_UNIT1,DAG,DANCIGER SOLAR,Solar,101
DAG_UNIT2,DAG,DANCIGER SOLAR,Solar,101
DAN_BESS1,DAN,DANISH FIELDS,Battery,78
DAN_BESS2,DAN,DANISH FIELDS,Battery,75
DAN_UNIT1,DAN,DANISH FIELDS,Solar,301
DAN_UNIT2,DAN,DANISH FIELDS,Solar,151
DAN_UNIT3,DAN,DANISH FIELDS,Solar,151
DANSBY_DANSBYG1,DANSBY,BRYN_DANSBY,Thermal,120
DANSBY_DANSBYG2,DANSBY,BRYN_DANSBY,Thermal,48
DANSBY_DANSBYG3,DANSBY,BRYN_DANSBY,Thermal,50
DCSES_BES1,DCSES,DECORDOVA SES,Battery,67
DCSES_BES2,DCSES,DECORDOVA SES,Battery,67
DCSES_BES3,DCSES,DECORDOVA SES,Battery,64
DCSES_BES4,DCSES,DECORDOVA SES,Battery,64
DCSES_CT10,DCSES,DECORDOVA SES,Thermal,89
DCSES_CT20,DCSES,DECORDOVA SES,Thermal,89
DCSES_CT30,DCSES,DECORDOVA SES,Thermal,89
DCSES_CT40,DCSES,DECORDOVA SES,Thermal,89
DDPEC_GT1,DDPEC,DEER PARK ENERGY CENTER,Thermal,190
DDPEC_GT2,DDPEC,DEER PARK ENERGY CENTER,Thermal,190
DDPEC_GT3,DDPEC,DEER PARK ENERGY CENTER,Thermal,190
DDPEC_GT4,DDPEC,DEER PARK ENERGY CENTER,Thermal,190
DDPEC_GT6,DDPEC,DEER PARK ENERGY CENTER,Thermal,199
DDPEC_ST1,DDPEC,DEER PARK ENERGY CENTER,Thermal,275
DEC_AGR_A,DEC,DENTON ENERGY CENTER,Thermal,56
DEC_AGR_B,DEC,DENTON ENERGY CENTER,Thermal,56
DEC_AGR_C,DEC,DENTON ENERGY CENTER,Thermal,56
DEC_AGR_D,DEC,DENTON ENERGY CENTER,Thermal,56
DECKER_DPGT_1,DECKER,DECKER POWER PLANT,Thermal,57
DECKER_DPGT_2,DECKER,DECKER POWER PLANT,Thermal,57
DECKER_DPGT_3,DECKER,DECKER POWER PLANT,Thermal,57
DECKER_DPGT_4,DECKER,DECKER POWER PLANT,Thermal,57
DELILA_1_G1,DELILA_1,DELILAH SOLAR 1,Solar,154
DELILA_1_G2,DELILA_1,DELILAH SOLAR 1,Solar,154
DELILA_2_G1,DELILA_2,DELILAH SOLAR 2,Solar,107
DELILA_2_G2,DELILA_2,DELILAH SOLAR 2,Solar,103
DELILA_2_G3,DELILA_2,DELILAH SOLAR 2,Solar,107
DERMOTT_UNIT1,DERMOTT,DERMOTT WIND,Wind,127
DERMOTT_UNIT2,DERMOTT,DERMOTT WIND,Wind,127
DEWOLF_UNIT1,DEWOLF,DEWOLF EAST,Wind,199
DGFS_ESR_BESS1,DGFS_ESR,DOGFISH ENERGY STORAGE,Battery,78
DIBOL_BESS,DIBOL,DIBOLL,Battery,10
DICKNSON_UNIT1,DICKNSON,DICKINSON TNP,Battery,10
DIGBY_UNIT1,DIGBY,DIGBY SUBSTATION,Wind,101
DIGBY_UNIT2,DIGBY,DIGBY SUBSTATION,Wind,134
DILEOSLR_UNIT1,DILEOSLR,DILEO SOLAR,Solar,71
DIVR_SLR_SOLAR1,DIVR_SLR,DIVER SOLAR,Solar,71
DIVR_SLR_SOLAR2,DIVR_SLR,DIVER SOLAR,Solar,155
DKNS_ESS_BES1,DKNS_ESS,DICKENS BESS,Battery,50
DKNS_ESS_BES2,DKNS_ESS,DICKENS BESS,Battery,50
DKNS_ESS_BES3,DKNS_ESS,DICKENS BESS,Battery,50
DKNS_ESS_BES4,DKNS_ESS,DICKENS BESS,Battery,50
DMA_SOLAR1,DMA,DAMAZO SOLAR,Solar,100
DNDAM_DENISOG1,DNDAM,DENISON DAM,Hydro,51
DNDAM_DENISOG2,DNDAM,DENISON DAM,Hydro,51
DPCRK_UNIT1,DPCRK,DEEP CREEK SUB,Battery,10
DRCK_SLR_SOLAR1,DRCK_SLR,DRY CREEK SOLAR,Solar,200
DSWL_ESS_BES1,DSWL_ESS,DESERT WILLOW BESS,Battery,154
